Project,BugId,Effectiveness,AP,RR,Keyword
Tomcat,55702,1.0,1.0,1.0,tld tld inf tld path program file jsp path org apach jasper layout jsp line file program tomcat webapp mywebapp inf tld mywebapp tag tld found jasper default error handler jsp org jasper error error org jasper compil dispatch error dispatch librari info impl java org parser taglib java compil jasper element parser apach compil pars parser org jasper compil parser control parser control java org parser control parser control apach compil compil java org jasper org apach jasper compil org compil org apach jasper compil context context java jasper servlet servic jsp wrapper java apach jsp jsp file java jasper servlet java javax servic http servlet version oracl jdk updat
Tomcat,55684,1.0,1.0,1.0,webapp loader access
Tomcat,55691,1.0,0.5067114,1.0,arrai el set arrai arrai el set el el set el el el el el set el el
Tomcat,55681,1.0,0.5120482,1.0,result decod messag decod
Tomcat,55664,1.0,0.35385337,1.0,websocket util decod match start
Tomcat,55656,2.0,0.5,0.5,server loader server
Tomcat,54095,1.0,0.5263158,1.0,resourc servlet
Tomcat,55251,1.0,1.0,1.0,jsp fail gener web xml
Tomcat,55642,1.0,1.0,1.0,plugin manag constant attribut attribut node attribut attr node attribut attribut attr return return attr return true translat return el attribut
Tomcat,55630,1.0,1.0,1.0,set url stream handler factori call
Tomcat,55629,1.0,1.0,1.0,statu manag servlet jmx notif
Tomcat,55317,3.0,0.33333334,0.33333334,file class loader
Tomcat,55576,1.0,0.5416667,1.0,preserv iter paramet enumer string map map underli hash map fail paramet altern preserv hash capabl order queri data process data control list order ration tomcat list paramet implement guarante preserv ration
Tomcat,55582,4.0,0.25,0.25,tag file processor
Tomcat,55570,1.0,1.0,1.0,spnego authent resourc file
Tomcat,46727,2.0,0.5,0.5,servlet serv encod
Tomcat,52558,1.0,1.0,1.0,comet manag valv ad http request http prevent cluster setup
Tomcat,55552,1.0,1.0,1.0,potenti result primit
Tomcat,55521,2.0,0.27,0.5,http session invalid http
Tomcat,55527,1.0,1.0,1.0,jsse factori alia lower
Tomcat,55500,1.0,0.7470238,1.0,async timeout call ajp ajp nio connector
Tomcat,55494,1.0,1.0,1.0,jndi realm timeout connect reset
Tomcat,51526,1.0,0.52380955,1.0,process web context config embed tomcat add web
Tomcat,55469,1.0,1.0,1.0,html close manag applic
Tomcat,55454,1.0,0.5416667,1.0,invalid relat invalid languag content type text html http parser http media type http org http parser media type media cach catalina content type respons org type respons servlet servlet wrapper servlet remov extra jsp type text html charset utf tomcat
Tomcat,55442,1.0,1.0,1.0,el throw refer class argument denot invoc class el result processor assert result el el function el parser ast function ast function org apach express impl el org el parser ast import ast
Tomcat,55438,1.0,0.26910102,1.0,block api data read
Tomcat,55434,1.0,0.56666666,1.0,path foo bar server uri templat
Tomcat,55354,1.0,1.0,1.0,anonym ensur password paramet realm gssapi shouldn gssapi
Tomcat,55357,1.0,0.8333334,1.0,persist manag store store session object session org apach el method impl read method org apach el util reflect util thread thread context loader loader
Tomcat,55400,1.0,1.0,1.0,ws filter applic
Tomcat,55404,2.0,0.5,0.5,config role log
Tomcat,52092,1.0,1.0,1.0,make async file handler formatt log properti
Tomcat,55345,1.0,1.0,1.0,webresourc class abstract throw callong servlet context real list tomcat throw argument call path argument real path ognjen lang illeg argument illeg argument org webresourc set abstract resourc set catalina webresourc set resourc dir set org catalina webresourc root intern root webresourc cach cach org webresourc resourc cach org apach catalina webresourc resourc org apach catalina apach catalina path context applic path applic org apach axi war war axi configur transport axi servlet init config context org transport axi apach core wrapper servlet org apach servlet wrapper apach wrapper org apach core context org start intern context org catalina lifecycl base org catalina core intern base org catalina base core host config deploi war config host run config util concurr runnabl call util concurr task run util task run util concurr pool executor run pool executor executor executor
Tomcat,55333,1.0,1.0,1.0,jdbc realm digest authent flow function digest authent thrown sequenc packag realm jdbc password mention method stmt execut due resultset execut throw sequenc rs credenti catalina jar due digest authent jul catalina authent sql sql ten sequenc timesten jdbc sql jdbc timesten odbc odbc timesten jdbc odbc fetch timesten result set jdbc set org jdbc password catalina realm digest realm catalina realm base authent base digest authent authent kn digest authent kn authent kn digest authent org apach catalina authent base valv access log valv access valv core valv valv valv valv org catalina valv engin catalina coyot adapt http http process abstract apach protocol handler abstract apach util run io endpoint util pool executor executor pool executor lang run jul apach catalina perform sql sql ten odbc function sequenc timesten sql jdbc jdbc odbc jdbc odbc sql fetch jdbc odbc timesten jdbc odbc jdbc result org realm jdbc password realm apach realm realm realm apach realm authent localhost log
Tomcat,55316,3.0,0.33333334,0.33333334,error log ws disconnect unexpectedli ws client unexpectedli error nio websocket session fail close endpoint java io io concurr io org endpoint messag block base org send java tomcat session close session apach handler close http handler java org apach ws http handler apach handler read listen data http coyot http upgrad servlet input abstract stream org apach coyot abstract processor abstract protocol abstract process protocol apach http http nio protocol http connect process http nio protocol java net socket org apach util net nio socket run java util concurr thread run thread java util thread pool run pool lang thread caus java concurr ws remot endpoint impl ws remot java apach tomcat websocket impl block ws endpoint base common caus java tomcat websocket server ws endpoint impl server ws endpoint server org apach websocket ws close endpoint org apach remot write remot remot endpoint impl endpoint impl java org remot endpoint base messag remot endpoint impl tomcat remot endpoint impl messag ws remot endpoint impl base java tomcat websocket remot endpoint messag ws remot endpoint impl base java frame expect lot nois log
Tomcat,55312,2.0,0.5,0.5,scan
Tomcat,55309,1.0,1.0,1.0,concurr plugin
Tomcat,55287,1.0,1.0,1.0,jasper initi environ entri testclass servic pick parent directori file
Tomcat,55267,1.0,0.28139603,1.0,nio thread thread disconnect
Tomcat,55291,2.0,0.5,0.5,ws
Tomcat,55262,1.0,0.33333334,1.0,includ prelud element includ
Tomcat,55259,2.0,0.5,0.5,jsp url group iter
Tomcat,55250,1.0,1.0,1.0,jsp cach result
Tomcat,55244,7.0,0.071428575,0.14285715,digest
Tomcat,55240,3.0,0.08888889,0.33333334,soe nio
Tomcat,55238,1.0,1.0,1.0,websocket clear ws remot endpoint impl
Tomcat,55228,1.0,1.0,1.0,http processor header applic
Tomcat,55207,3.0,0.33333334,0.33333334,jsp text error element
Tomcat,55231,1.0,1.0,1.0,detect jsp jsp inform context null jsp xml xml
Tomcat,55218,1.0,0.25389788,1.0,digest sax base sax handler
Tomcat,55166,1.0,1.0,1.0,schema servlet jsp xs
Tomcat,55210,16.0,0.0625,0.0625,servlet initi creat
Tomcat,55200,1.0,1.0,1.0,async channel wrapper write task run assum byte buffer written produc io
Tomcat,55186,14.0,0.071428575,0.071428575,host request local
Tomcat,55184,1.0,1.0,1.0,method messag
Tomcat,55183,2.0,0.4166667,0.5,ws header session header
Tomcat,55165,54.0,0.018518519,0.018518519,annot serverendpoint
Tomcat,55181,1.0,1.0,1.0,pong messag applic
Tomcat,55180,1.0,1.0,1.0,timeout timeout timeout disabl upload timeout timeout timeout timeout timeout read read timeout read timeout read timeout
Tomcat,55174,1.0,1.0,1.0,runtim messag handler notifi text messag session kill underli side expect code
Tomcat,55179,1.0,1.0,1.0,paramet ip valv
Tomcat,55177,19.0,0.05263158,0.05263158,timeout
Tomcat,53777,1.0,1.0,1.0,bundl jaa configur webappp
Tomcat,55160,2.0,0.5,0.5,timeout work connect connect upload timeout timeout doesn work becaus intern input endpoint fals io read pool socket buf handler timeout eof eof selector put connect timeout read read connect timeout
Tomcat,55158,4.0,0.25,0.25,attribut enumer
Tomcat,55159,1.0,1.0,1.0,wast work error stack trace
Tomcat,55017,1.0,1.0,1.0,configur rmi
Tomcat,55151,1.0,1.0,1.0,fix msg encod test encod decod websocket test
Tomcat,55102,4.0,0.13068181,0.25,add time respons
Tomcat,55125,7.0,0.077110395,0.14285715,lifecycl listen throw
Tomcat,55127,2.0,0.11268703,0.5,encod init destroi
Tomcat,55126,1.0,1.0,1.0,iae deploy server multipl text decod
Tomcat,55101,1.0,0.53125,1.0,basic parser test
Tomcat,54745,1.0,1.0,1.0,tomcat jar scan work tomcat start start
Tomcat,53987,1.0,1.0,1.0,error constraint http url web applic start log
Tomcat,55073,1.0,1.0,1.0,wast valid visitor express
Tomcat,55108,1.0,1.0,1.0,map set
Tomcat,55109,1.0,1.0,1.0,wast webdav lock
Tomcat,55110,1.0,0.5294118,1.0,wast work login basic
Tomcat,55052,1.0,1.0,1.0,make loader log prefix
Tomcat,55035,1.0,1.0,1.0,ant support version url encod workaround version path version
Tomcat,54999,1.0,1.0,1.0,req ssoid note remov logout subsequ login usernam password request creat web fail creat req sso note request
Tomcat,54997,1.0,1.0,1.0,ssl handshak asycn channel wrapper ssl engin statu buffer engin result statu state
Tomcat,54971,1.0,0.50884956,1.0,servlet http write file properli implement paramet absolut jsr servlet releas refer servlet file stream multipart tomcat param upload part store locat locat process accept path jsr part write file order os part io io test access org catalina part post upload servlet http servlet servic apach catalina core filter intern filter applic chain core applic filter chain filter applic filter chain org apach catalina wrapper wrapper apach context valv valv org apach catalina authent authent base org host valv catalina apach access log valv access catalina core valv org apach connector coyot adapt adapt org apach coyot http http processor abstract processor org coyot abstract protocol abstract handler process abstract tomcat endpoint io util concurr executor task executor pool executor
Tomcat,54964,1.0,1.0,1.0,tag plugin manag
Tomcat,54963,2.0,0.5,0.5,socket
Tomcat,54961,1.0,1.0,1.0,compress proxi protocol
Tomcat,54947,2.0,0.19621395,0.5,gener http respons multipl http multipl packet line request includ tomcat throw http version respons http http request http localhost connect close version support connect close python tomcat tomcat usr import import localhost sendal host localhost connect close print sendal end sendal caus tomcat
Tomcat,54944,1.0,1.0,1.0,enhanc test form
Tomcat,55019,2.0,0.5,0.5,blabla flush true secur manag
Tomcat,54984,1.0,0.5625,1.0,form read post servlet api post servlet set request set charact encod part paramet sometextfield utf garbl call part encod
Tomcat,54928,2.0,0.5,0.5,valid request scenario start write respons rais context clean request occur java call complet java org apach http abstract http abstract http java java org context impl java org connector adapt coyot java coyot http abstract http org coyot http http org coyot abstract java http http http java tomcat nio java tomcat java java pool java java concurr thread java java java attempt context context respons resorc
Tomcat,54955,2.0,0.5,0.5,map context
Tomcat,54981,2.0,0.2574074,0.5,servlet context config servlet servlet context config relat aggreg fragment applic repres servlet context configur
Tomcat,54974,1.0,0.5243902,1.0,session cooki set xxx throw illeg state initi phase
Tomcat,54703,1.0,0.8333334,1.0,nullpoint http pars media type pars multipart protocol applic pkc signatur micalg boundari lang tomcat http parser pars media parser java apach parser media pars media type respons java apach check org catalina catalina set
Tomcat,54906,1.0,1.0,1.0,webapp loader concurr modif
Tomcat,54926,1.0,1.0,1.0,ws filter perform handshak doesn endpoint
Tomcat,54888,1.0,0.50584793,1.0,tag plugin support item
Tomcat,54801,1.0,0.527027,1.0,el jsp scriptlet break document
Tomcat,54178,1.0,0.6666667,1.0,runtim complet async listen make catalina request tomcat call http request tomcat call
Tomcat,54708,7.0,0.14285715,0.14285715,file work webapp
Tomcat,54781,1.0,0.75,1.0,ws match
Tomcat,54792,1.0,1.0,1.0,open chat messag close
Tomcat,54800,1.0,1.0,1.0,messag websocket creat messag repeat socket connect messag session endpoint side print respons back
Tomcat,54807,1.0,1.0,1.0,jsr class server server path
Tomcat,54822,5.0,0.2,0.2,url spdy
Tomcat,54851,3.0,0.33333334,0.33333334,fragment xml impact distribut
Tomcat,54755,1.0,1.0,1.0,base ws servlet instanc
Tomcat,54748,1.0,0.4708625,1.0,io frame control frame
Tomcat,54724,1.0,0.50840336,1.0,session close call
Tomcat,54721,1.0,1.0,1.0,remot stream text encod
Tomcat,54710,1.0,0.22380245,1.0,method close close paramet
Tomcat,54709,1.0,0.4704762,1.0,scheme socket ws wss socket http http
Tomcat,54712,8.0,0.025,0.125,case
Tomcat,54702,1.0,1.0,1.0,descriptor tomcat java org apach catalina context config java method global web xml stream web xml close
Tomcat,54658,1.0,0.3858225,1.0,part submit
Tomcat,54660,1.0,1.0,1.0,rotat oper valv effect
Tomcat,54690,6.0,0.16666667,0.16666667,enabl tl
Tomcat,54671,8.0,0.125,0.125,server server privat tomcat
Tomcat,54628,1.0,1.0,1.0,wrong binari wrong binari apach websocket outbound boolean write content buffer arrai buffer limit flush write content outbound write buffer limit flush byte buffer write messag bf write client fact
Tomcat,54624,1.0,1.0,1.0,session expir post request login form log authent restor origin post request
Tomcat,54612,1.0,1.0,1.0,error send data close
Tomcat,54638,1.0,1.0,1.0,manag statu xml manag statu xml true inform row type survivor tenur type type type heap heap commit maximum rw type heap memori gui page correct
Tomcat,54585,1.0,1.0,1.0,webapp loader deleg
Tomcat,54602,1.0,1.0,1.0,request uri end byte charact miss byte byte buffer request convert convert byte end charact convert charact buffer
Tomcat,54203,6.0,0.16666667,0.16666667,part
Tomcat,54552,1.0,0.36882526,1.0,servlet session id http id
Tomcat,54536,1.0,0.8333334,1.0,error report valv doesn send error int sc
Tomcat,54239,1.0,1.0,1.0,el interpret
Tomcat,54456,1.0,1.0,1.0,chunk return eof close end chunk
Tomcat,54521,1.0,0.75,1.0,authent client valid digest authent header
Tomcat,54534,1.0,1.0,1.0,jmx load servlet
Tomcat,54513,1.0,1.0,1.0,apr endpoint poller run
Tomcat,54497,1.0,1.0,1.0,check leak
Tomcat,54496,1.0,1.0,1.0,builder builder catalina tribe membership impl class class
Tomcat,53869,1.0,1.0,1.0,solut resolv jsp context wrapper issu
Tomcat,54476,1.0,1.0,1.0,param group group method param destin param destin length
Tomcat,54466,1.0,1.0,1.0,detail error
Tomcat,54458,1.0,1.0,1.0,password data sourc realm log encount sql error
Tomcat,54450,1.0,0.3529271,1.0,inject servlet resourc inject target
Tomcat,54448,1.0,0.26021972,1.0,annot resourc recogn
Tomcat,54324,1.0,0.344592,1.0,support disabl tl prevent
Tomcat,54438,1.0,1.0,1.0,realm base line found
Tomcat,54440,2.0,0.25266665,0.5,tag init npe ant jasper task
Tomcat,54406,1.0,0.34891304,1.0,ibm jd ks support vice ssl prefix support option
Tomcat,54387,1.0,0.50526315,1.0,order prevent warn startup servlet map url
Tomcat,54379,1.0,0.14358126,1.0,implement support post construct pre destroi element xml
Tomcat,54382,1.0,1.0,1.0,ssi ssi
Tomcat,54381,1.0,1.0,1.0,inbound data method op code opcod pong pong frame load method pong byte buffer buffer void pong byte buffer buffer op implement pong receipt data final altern
Tomcat,54377,1.0,0.8666666,1.0,request remot request remot
Tomcat,54380,1.0,1.0,1.0,mapper event state parent call regist
Tomcat,54248,1.0,1.0,1.0,reset recycl input stream
Tomcat,54284,1.0,0.26240683,1.0,filter throw illeg argument context add filter filter
Tomcat,54262,1.0,0.6979167,1.0,absolut order element servlet
Tomcat,54370,32.0,0.03125,0.03125,method el
Tomcat,54260,42.0,0.023809524,0.023809524,pointer
Tomcat,54256,1.0,1.0,1.0,jar war inf lib manifest mf jar
Tomcat,54247,12.0,0.083333336,0.083333336,destroi server
Tomcat,54241,81.0,0.012345679,0.012345679,impl
Tomcat,54220,1.0,0.64285713,1.0,report valv
Tomcat,54207,1.0,1.0,1.0,java url context factori refer packag context properti org apach java java url context factori context factori java namespac
Tomcat,54198,1.0,1.0,1.0,duplic error int alter server html format server error messag set text html error declar pass serv
Tomcat,54144,3.0,0.11181287,0.33333334,process java io tagplugin
Tomcat,54143,1.0,1.0,1.0,displai memori manag
Tomcat,54141,1.0,1.0,1.0,realm nest deep
Tomcat,54087,1.0,1.0,1.0,http incorrectli header
Tomcat,54115,44.0,0.022727273,0.022727273,http client test
Tomcat,54124,1.0,1.0,1.0,request request set attribut async context path request context path request set attribut async servlet path request servlet path request set attribut async request async request uri request request uri
Tomcat,54123,1.0,0.65725803,1.0,servlet async timeout process
Tomcat,54127,2.0,0.5,0.5,outbound
Tomcat,54096,1.0,0.5625,1.0,servlet type env entri type charact
Tomcat,54076,1.0,1.0,1.0,spnego stateless ness incompat state
Tomcat,54068,1.0,0.5416667,1.0,fragment incorrectli circular
Tomcat,54067,1.0,1.0,1.0,upgrad respons transfer chunk
Tomcat,53867,1.0,1.0,1.0,page context impl escap
Tomcat,54054,1.0,1.0,1.0,servlet paramet pass environ
Tomcat,54022,3.0,0.33333334,0.33333334,comet socket disconnect newer
Tomcat,54017,1.0,1.0,1.0,constant gener gener gener tag handler caus detail coerc param attr attribut editor attribut attribut privat attr attribut prop editor return org apach runtim jsp info properti canon els return jsp util boolean attribut boolean jsp util boolean els return jsp util attribut els return jsp byte char return jsp coerc attribut charact return jsp util attribut els return jsp coerc primit doubl doubl util attribut return jsp primit float attribut els return jsp util int attribut els return jsp util attribut els short return util els jsp util coerc short long util coerc primit long long attribut els return els canon apach runtim jsp properti manag attr
Tomcat,54012,1.0,0.2632965,1.0,context java code code gener set
Tomcat,54045,1.0,1.0,1.0,tcp failur detector heartbeat perform basic check tcp call perform check
Tomcat,54010,1.0,1.0,1.0,connector jk org apach jk request coyot request scheme mb
Tomcat,53993,1.0,1.0,1.0,access load tomcat occasion access log valv request call http session invalid becaus question check return intern cours includ lang pointer log valv id log catalina valv access log valv valv org catalina core adapt log access log adapt java org core access java base log access base java apach catalina access base org apach connector coyot coyot java apach http processor process http java org apach coyot protocol abstract connect handler protocol tomcat util io endpoint socket run io java java util concurr pool run pool executor java util pool executor run pool java java run java session id element access log element overrid element builder buf request request respons respons long request session fals buf session intern fals id buf request intern session request session intern fals intern id buf els buf
Tomcat,53986,2.0,0.5,0.5,end jsp compil
Tomcat,53854,1.0,0.46581197,1.0,directori list alias directori
Tomcat,53863,1.0,1.0,1.0,overrid default servlet tomcat initi map default load report servlet servlet public void startup final set class ctx xml web app ctx web context ctx set config web inf dispatch servlet registr dynam ctx add servlet dispatch dispatch ctx startup final conflict set dispatch add string conflict case
Tomcat,52777,1.0,0.5669192,1.0,automat shut deploy
Tomcat,53713,3.0,0.4166667,0.33333334,jsp reader
Tomcat,53828,1.0,1.0,1.0,exact context frame close frame constant statu order
Tomcat,53801,5.0,0.2,0.2,nondeterminist secur constraint
Tomcat,53800,2.0,0.5,0.5,infint file context weld
Tomcat,53793,1.0,1.0,1.0,href address text web applic column manag command
Tomcat,42181,1.0,0.5,1.0,pars chunk header
Tomcat,53783,1.0,1.0,1.0,file web
Tomcat,53758,1.0,1.0,1.0,paramet match pass filter context add filter map method
Tomcat,53725,2.0,0.5,0.5,java io io gzip
Tomcat,53714,1.0,0.43230766,1.0,scan tl ds
Tomcat,53697,3.0,0.30952382,0.33333334,java lang pointer org apach coyot http http apr processor action intern http apr processor java hit tomcat url function intermit interrupt messag browser
Tomcat,53702,1.0,0.61785716,1.0,jsp group
Tomcat,53654,1.0,1.0,1.0,jsp target page
Tomcat,53624,2.0,0.5,0.5,dispatch context
Tomcat,53700,1.0,1.0,1.0,class intern nio output buffer includ int total line method appli
Tomcat,53574,1.0,0.5344828,1.0,servlet defin servlet servlet version info servlet servlet jsp file web inf svnrevis jsp jsp file servlet map servlet map servlet version info servlet servlet url svnrevis url servlet map work
Tomcat,53545,1.0,1.0,1.0,jsp forward action caus illeg custom
Tomcat,53541,1.0,1.0,1.0,virtual webapp featur
Tomcat,53481,3.0,0.23809525,0.33333334,ssl ssl
Tomcat,53641,1.0,1.0,1.0,websocket socket protocol web socket class
Tomcat,53607,1.0,1.0,1.0,messag set ping tcp ping fail channel data data length
Tomcat,53606,1.0,1.0,1.0,tcp ping interceptor
Tomcat,53535,1.0,1.0,1.0,context web config
Tomcat,53469,1.0,0.51754385,1.0,respons char chunk cc respons cc id resourc apach wicket refer event lm illeg java lang argument org apach catalina connector respons respons java org apach connector respons apach catalina respons encod respons encod url facad java org apach wicket protocol http web respons url web respons wicket web strategi encod web request strategi work
Tomcat,53529,1.0,0.21619713,1.0,class apach tribe group java apach catalina tribe group interceptor block coordin catalina tribe group interceptor tcp ping interceptor java org tribe membership servic impl org juli file line java org apach tomcat util selector line org apach util executor line affect previou releas tomcat
Tomcat,53513,1.0,1.0,1.0,order messag jul pm org apach catalina session delta manag session info manag wwwtest session state org apach catalina tribe membership
Tomcat,53498,4.0,0.20833334,0.25,misus concurr collect
Tomcat,45995,2.0,0.5,0.5,request tomcat due configur file case mime extens
Tomcat,52135,1.0,0.37587306,1.0,global error global error page
Tomcat,53467,39.0,0.012820513,0.025641026,filenam
Tomcat,53465,3.0,0.1884058,0.33333334,map read resourc
Tomcat,53460,3.0,0.21014494,0.33333334,session jsp
Tomcat,53430,59.0,0.0033898305,0.016949153,startup
Tomcat,53421,1.0,1.0,1.0,bean properti properti found
Tomcat,53450,1.0,1.0,1.0,deploy dump suspici localhost start stop daemon prio tid nid ebf java state park sun misc reentrant read write sync java util concurr lock support park java concurr lock synchron park check queu java concurr queu synchron queu queu java abstract queu synchron java util reentrant read lock lock reentrant read write lock org core base base engin access log listen uninstal java org apach catalina core access event engin org apach catalina base fire event java org core add intern base org apach base add java org host add host org catalina startup config org config directori host config util runnabl adapt call executor java java task sync task java java util java java util pool executor pool executor util pool executor pool executor java java lock org apach core listen access apach core log listen engin java lock catalina remov listen write lock upgrad write lock downgrad write lock write read releas write upgrad read lock lock
Tomcat,53406,2.0,0.30882353,0.5,found jun java apach catalina context valv valv java apach valv base valv base org catalina core host event host valv java org apach valv valv base valv org valv base event base java org catalina engin event engin valv apach catalina coyot event coyot java org apach http nio processor event http nio org abstract abstract process abstract java org coyot http http handler run nio java tomcat util process socket nio java org apach tomcat util nio endpoint poller add nio endpoint java org poller add nio java org apach coyot http nio connect handler nio protocol org apach coyot abstract abstract protocol java apach coyot http http http handler process java apach nio endpoint processor run java apach tomcat socket endpoint util endpoint poller add nio endpoint java nio nio endpoint org coyot http http nio http handler long http nio coyot abstract abstract handler process abstract org http nio connect handler process http nio protocol apach nio endpoint processor run nio endpoint java apach util process nio endpoint java apach util poller add endpoint java nio endpoint poller nio endpoint java http http coyot protocol org apach http protocol http handler http java endpoint apach endpoint socket nio endpoint org apach util endpoint java apach tomcat util nio endpoint java org apach http protocol http connect handler long http nio coyot abstract abstract connect java org coyot http http connect process java org tomcat util endpoint socket processor run nio apach tomcat util endpoint nio endpoint java org apach util nio endpoint apach nio endpoint add http http nio protocol apach coyot abstract protocol abstract process abstract protocol apach coyot http connect process org tomcat util endpoint processor run nio org apach nio process endpoint java org util endpoint apach tomcat util nio endpoint add nio endpoint java apach coyot http protocol http poll http apach coyot process coyot http nio http http protocol apach nio socket processor run nio endpoint apach util process nio java tomcat util nio endpoint poller add java util nio endpoint poller add nio org apach coyot http nio http long poll http nio apach coyot abstract connect abstract org apach coyot http protocol http process http nio protocol java tomcat nio endpoint nio endpoint org tomcat util java org apach tomcat endpoint add nio endpoint add nio endpoint java apach http connect handler poll http nio protocol protocol connect handler process java apach coyot http protocol http nio util endpoint socket run nio org apach endpoint socket nio endpoint org util nio endpoint poller nio endpoint java tomcat nio nio endpoint org coyot http http nio connect handler long http java abstract org coyot http http nio http protocol tomcat nio socket processor endpoint org tomcat util endpoint process socket nio endpoint org tomcat add nio org util nio endpoint poller endpoint coyot protocol connect long http java org apach coyot protocol connect java coyot http nio http connect nio protocol org apach tomcat nio endpoint processor run nio java org apach tomcat util nio socket nio endpoint org tomcat nio poller add nio endpoint org apach util nio endpoint add org http http nio http nio java org apach coyot abstract protocol org apach coyot http nio http http nio java org socket nio java org util endpoint java apach util nio endpoint poller java apach nio endpoint add endpoint java org nio protocol http connect handler nio protocol apach coyot protocol abstract connect handler process apach coyot http process http nio protocol
Tomcat,52954,1.0,1.0,1.0,http digest
Tomcat,53266,1.0,1.0,1.0,servlet initi type annot class type annot due jar file catalina java lang store sun reflect annot type present
Tomcat,53398,2.0,0.5,0.5,xml manag statu
Tomcat,52955,1.0,1.0,1.0,add thread implement
Tomcat,53373,6.0,0.0925926,0.16666667,context alias readabl
Tomcat,53032,1.0,1.0,1.0,jasper fail output error
Tomcat,53230,1.0,1.0,1.0,map max activ
