Project,BugId,Effectiveness,AP,RR,Keyword
JDT,411841,1.0,0.56666666,1.0,rerun test unit launch test ui thread rerun test view context ui build build invok ui frozen test launch process patch rerun config debug launch attach bug trace captur java unix directori method file mkdir java java io file org eclips intern local file mkdir resourc manag file system java core folder creat core resourc creat java org jdt core abstract imag creat imag java builder imag builder visit org core intern resourc visit element resourc core intern watson iter iter java org core intern tree element iter core intern watson element iter iter org core element iter element tree java watson element iter org core intern tree tree java org watson element tree iter iter tree iter org eclips tree iter eclips core resourc resourc java org core resourc accept org eclips jdt abstract add file abstract imag eclips core batch imag builder build batch imag builder jdt builder java build java builder org eclips java build java org core intern event build run build java safe java eclips core event build manag build build manag org core intern manag basic build java org eclips intern event manag run manag org safe runner safe java eclips intern manag basic build java event build manag build java org core event build manag build manag java eclips intern org java org resourc project project java intern resourc core launch run deleg core intern resourc run workspac resourc workspac run java org eclips launch configur java eclips debug model launch deleg launch java org eclips launch org core launch launch launch eclips junit model test run session rerun test org eclips jdt intern ui runner view rerun test test runner view part org jdt junit ui rerun run rerun action org eclips jface action action run java eclips jface action item handl select org jface action action contribut access action contribut item eclips action action event item java org eclips swt widget event tabl send event event tabl org swt widget event java eclips displai run eclips displai read dispatch
JDT,411588,1.0,0.8333334,1.0,convert loop loop loop suppos object class lang iter class method iter iter type
JDT,411641,2.0,0.5,0.5,type type system templat
JDT,411585,1.0,0.55263156,1.0,mark occurr search mark occurr line line line start ctrl line search view found
JDT,408072,1.0,1.0,1.0,nl tool nl kei scan search kei manag java jface match match extern action manag callback manag
JDT,410830,1.0,1.0,1.0,argument javadoc html markup color
JDT,104379,1.0,1.0,1.0,link tag line part line color
JDT,408060,2.0,0.5,0.5,nl search
JDT,410569,1.0,1.0,1.0,eclips releng tool
JDT,409705,1.0,1.0,1.0,introduc indirect test fail error
JDT,409704,89.0,0.006767403,0.011235955,move test test throw
JDT,408555,1.0,0.36133218,1.0,delet test test delet intern sporad
JDT,408124,1.0,0.55263156,1.0,cce extract class comment perform extract comment public java invoc eclips oper modal context run context org refactor java caus cast org core type declar corext refactor creat paramet object extract java
JDT,408330,1.0,1.0,1.0,view element select foo method privat void view foo test copi test bug test exist jdt element element close intern text content intern javadoc org view view java org eclips infoview comput input view java
JDT,407434,42.0,0.023809524,0.023809524,templat btd templat
JDT,401844,1.0,0.5277778,1.0,locat javadoc unit
JDT,407382,1.0,1.0,1.0,java lang eclips intern refactor contentassist cu posit complet complet cu posit complet java
JDT,273728,1.0,0.26410377,1.0,result field cba workspac
JDT,406992,1.0,1.0,1.0,constructor propos bunch interest templat propos front
JDT,406171,2.0,0.5,0.5,navig word
JDT,406995,1.0,1.0,1.0,automat addit void method complet propos don context complet
JDT,167472,1.0,0.17256467,1.0,quick fix type variabl
JDT,406463,1.0,1.0,1.0,templat templat templat templat pleas free guid class
JDT,406478,1.0,0.55,1.0,complet collector categori content
JDT,337680,1.0,0.3604523,1.0,getter setter parenthes
JDT,400668,1.0,0.39596632,1.0,nulliti annot express conform nonnul
JDT,405376,2.0,0.5,0.5,action info view input action view input null editor editor input
JDT,198508,1.0,0.22878093,1.0,doesn code code complet automat put insert call void method
JDT,198748,57.0,0.012284987,0.01754386,assist method
JDT,402393,1.0,1.0,1.0,norefer tag inspect tag ad descript intend client bundl intern
JDT,335657,1.0,1.0,1.0,call hierarchi node view empti node
JDT,404879,1.0,0.5138889,1.0,type regress auto insert sourc text posit type yyyi xxxx line zip null super
JDT,382703,2.0,0.5,0.5,search constructor project bug java label compos refer sourc close search java model java model past exist model java element java org jdt open org intern core ancestor java org eclips intern java org gener org java method org label label java label compos java org intern java element compos append element java element label compos org ui element label java label org eclips ui element java eclips java queri pattern java org intern java ui intern label refresh abstract tabl safe java org refresh abstract intern refresh abstract abstract creat content org histori contribut eclips java intern equinox app runtim app java org eclips java impl method invok reflect equinox org
JDT,403074,11.0,0.09090909,0.09090909,info view
JDT,403036,1.0,1.0,1.0,hover string click java shown note attach javadoc javadoc wrong access
JDT,394692,1.0,0.13976601,1.0,fix fix visibl visibl fix
JDT,400062,1.0,0.693254,1.0,hover javadoc attach
JDT,401418,1.0,1.0,1.0,clean add bug
JDT,119181,1.0,0.22377892,1.0,found statement safe invert easier
JDT,395071,2.0,0.2531348,0.5,type automat close line
JDT,398995,1.0,0.20346606,1.0,fix field check
JDT,399997,1.0,1.0,1.0,code bracket hover mess
JDT,341604,1.0,0.27774394,1.0,check box indent peopl commonli hard code
JDT,398648,18.0,0.055555556,0.055555556,javadoc link
JDT,395835,1.0,0.5694445,1.0,code find element javadoc view hover hover
JDT,399665,1.0,0.7,1.0,refer leak refer leak leak part refer search chain ui text ui ui intern intern eclips intern ui search ui eclips search ui basic eclips widget widget global
JDT,377141,1.0,0.7,1.0,hover close bracket hover
JDT,397467,1.0,0.53125,1.0,packag javadoc linkifi packag javadoc link enclos element packag
JDT,396809,1.0,0.50537634,1.0,hover write unit packag hover
JDT,396823,2.0,0.5,0.5,info java packag packag hover
JDT,399291,1.0,1.0,1.0,jme javadoc hover compar editor
JDT,397465,1.0,0.6687414,1.0,action javadoc view rich javadoc hover
JDT,399087,1.0,1.0,1.0,push search referenc push
JDT,398965,1.0,0.5243902,1.0,prefer ui option syntact analysi
JDT,396808,1.0,1.0,1.0,duplic link hover javadoc content
JDT,398383,1.0,1.0,1.0,wizard menu context menu
JDT,393719,10.0,0.05255102,0.1,warn variabl
JDT,398076,13.0,0.07692308,0.07692308,add test
JDT,397888,2.0,0.5,0.5,unus paramet problem option
JDT,398112,1.0,1.0,1.0,save creat activ eclips integr save import type java awt swing save creat import correct inform file sync save attach repeat time error setup activ save type filter project detail test swt import fail time
JDT,393161,1.0,0.75,1.0,type wizard pre fill wizard packag packag creat packag convent
JDT,392946,1.0,0.40669128,1.0,fix unus type paramet
JDT,397842,1.0,1.0,1.0,file file content file creat project sourc file simplic gener file editor content java java regener class file editor class content java file editor correct
JDT,396977,1.0,0.40461537,1.0,jar wrong librari order jar file runnabl jar file
JDT,396759,1.0,0.54761904,1.0,implement editor save open save egit prompt equival file branch edit
JDT,319054,1.0,1.0,1.0,delet file project creation project locat path
JDT,395919,1.0,1.0,1.0,syntax color preview paramet variabl set
JDT,395691,1.0,1.0,1.0,search method declar java raw declar sourc wasn close error cet unhandl eclips java java oracl corpor ws nl argument ws java eclips ui java append element java element label compos java java element label label element java element label element label label intern search search scope scope scope eclips java search select scope search java intern ui search search java eclips intern ui search java java eclips search ui perform search eclips search ui java java eclips type eclips tabl tabl search action eclips widget send widget widget java launcher java method reflect unknown java reflect equinox java java java
JDT,395007,1.0,1.0,1.0,packag refresh action java refresh packag folder packag
JDT,394950,1.0,0.50229883,1.0,type argument arrai field infer argument type argument bug eclips corext typeconstraint type type singleton
JDT,394296,17.0,0.05882353,0.05882353,clean clean clean action suppress suppress privat render action
JDT,393147,1.0,0.53225803,1.0,bug assist convert els
JDT,393829,1.0,0.5046083,1.0,fail appli refactor anony pass argument signatur reorder paramet par method signatur method signatur signatur
JDT,393932,1.0,1.0,1.0,refactor creat bogu import nest type protect protect type test bogu class result protect class protect protect type refactor compil unit rewrit type import rewrit import rewrit
JDT,393007,1.0,1.0,1.0,find select java long call background thread
JDT,392847,1.0,0.50526315,1.0,loop advanc processor els propos endless advanc els foo string arg arg length quick system println els main prio ebc nid thread state java hash map map java org eclips dom default bind resolv type default bind resolv lock jdt core resolv dom resolv express default bind resolv jdt core dom bind jdt core express bind express java text correct advanc quick processor els advanc quick processor org eclips intern ui text correct advanc assist els propos advanc assist jav org jdt ui text correct assist advanc assist processor bind bind bind resolv bind bind
JDT,364628,24.0,0.041666668,0.041666668,unit path
JDT,391520,1.0,0.5103093,1.0,ui addit warn unus gener paramet
JDT,392931,2.0,0.17426099,0.5,option creat annot implement interfac method
JDT,391016,6.0,0.16666667,0.16666667,import return wait
JDT,387940,9.0,0.05600907,0.11111111,method add
JDT,388078,1.0,0.5188679,1.0,inlin inlin express inlin express inlin variabl doit
JDT,391265,1.0,0.5034602,1.0,code templat java link method argument
JDT,390546,1.0,1.0,1.0,ruler quick invok shown vertic ruler line java marker
JDT,272342,1.0,0.35826445,1.0,assist content assist displai variabl javadoc displai variabl javadoc addit info window propos list
JDT,388342,1.0,1.0,1.0,type method stub wizard load version eclips java id string arg gener wizard version notic box stai becaus creat case default uncheck state nice behaviour return start uncheck
JDT,386518,1.0,1.0,1.0,extract method extract method refactor creat method bodi
JDT,332635,1.0,0.38174602,1.0,tool kei file jar
JDT,337086,1.0,0.5714286,1.0,nl tool sourc extern string properti file invalid unicod
JDT,364539,1.0,1.0,1.0,set modifi privat enum modifi privat perfectli modifi privat gener privat modifi reproduc enum creat privat creat constructor creat privat creat modifi set previou
JDT,387536,1.0,1.0,1.0,wizard method stub
JDT,172388,1.0,1.0,1.0,librari text exact purpos time eclips instal es
JDT,386807,1.0,1.0,1.0,option messag dialog code button cancel posit
JDT,386762,1.0,1.0,1.0,problem option configur control set select option updat highlight
JDT,381714,11.0,0.06269593,0.09090909,export jar wizard
JDT,385550,1.0,0.75,1.0,method refer field origin sourc code class target class refactor method deleg class target target
JDT,377318,2.0,0.5,0.5,field introduc method compil compil interfac field field field method interfac
JDT,385989,1.0,0.5222222,1.0,method type qualifi move found refactor visitor import visitor visitor pleas move refactor method visitor error error ofw gz ld em
JDT,386203,9.0,0.11111111,0.11111111,unit unit test unit test unit test test
JDT,386272,13.0,0.026070027,0.07692308,extract interfac unbox
JDT,384543,1.0,0.56666666,1.0,bracket hover
JDT,385504,1.0,1.0,1.0,content assist content assist type type creat project packag runtim runtim
JDT,385389,1.0,0.50502515,1.0,assist invert els intern text correct assist invoc node bind bind interfac bind overload interfac argument check
JDT,377286,1.0,0.64285713,1.0,assist paramet hint tooltip match paramet paramet hint paramet bold paramet bold
JDT,216707,1.0,0.5119048,1.0,compar comment compar
JDT,320878,1.0,1.0,1.0,dynam valid state throw valid
JDT,384184,1.0,1.0,1.0,quick miss switch problem
JDT,383491,2.0,0.5,0.5,attach path
JDT,383358,1.0,0.5769231,1.0,convert assist var select
JDT,252779,1.0,1.0,1.0,encapsul field encapsul field paramet code style automat gener setter method convent
JDT,379525,1.0,0.21067531,1.0,ap java ui classpath persist properti
JDT,347389,1.0,0.50253165,1.0,argument jface org widget type event event widget widget open open intern refactor action action eclips swt swt displai eclips java ui intern observ launcher org method main java core ast intern node accept java org declar core node top refactor creat unit move refactor eclips corext move top refactor creat move top refactor java org eclips jdt refactor structur move top refactor check final move refactor java core refactor condit run condit oper java org eclips refactor oper creat oper eclips ltk oper perform java org core intern resourc run workspac eclips intern runnabl adapt run runnabl adapt java org eclips thread run java root java lang org simpl identifi simpl java ast simpl java org eclips refactor move refactor type refer java org eclips jdt express express org node accept ast java eclips jdt core node accept child ast node org eclips core accept org jdt core ast node accept ast java org eclips ast node accept ast node java org core dom accept block java core ast accept java core ast node accept child node org core dom statement statement org core node node jdt node accept children ast node org eclips jdt core java eclips jdt dom ast ast node eclips node accept child ast org jdt dom declar declar java org eclips core dom accept node jdt core node java org jdt core type declar accept type declar java org core dom node node intern refactor move top refactor creat compil rewrit move java org eclips intern corext refactor move top java structur move top refactor check final move top ltk core refactor oper run check java eclips ltk refactor oper run oper ltk perform perform oper core intern run workspac intern workbench run java org jface oper modal context thread run modal context java
JDT,376882,1.0,1.0,1.0,wizard packag wizard creat packag document
JDT,272472,1.0,0.18112959,1.0,extract method preview useless scrollbar
JDT,380520,1.0,1.0,1.0,hover java sourc hover bracket hover info
JDT,367629,1.0,1.0,1.0,doc url java doc local system broken browser entri jdt messag error syntax illeg charact index java fx scene net uri fail uri java net parser uri java uri parser hierarch uri java java net parser pars uri java uri init uri java intern ui viewsupport java element link element link java eclips swt java org eclips swt win ol event tabl event event tabl org eclips ol event ol sink java swt win ol event sink java swt event access ol event java org ol ol method event sink java intern ol object java eclips swt dispatch nativ intern win os messag displai dispatch java eclips workbench render render java eclips realm default realm eclips part render run render engin java org eclips ui workbench creat ui java intern workbench run org eclips core observ realm default java ui creat java org ui ui creat eclips ui id id applic java org equinox intern handl app eclips intern adaptor eclips app eclips java intern eclips app start eclips app launcher org eclips core run eclips java org eclips core runtim adaptor starter sun method accessor invok nativ method reflect impl method sun reflect deleg impl invok method impl java reflect java main framework java org run eclips main run org eclips
JDT,378337,1.0,1.0,1.0,improv descript improv descript annot confus becaus file
JDT,378989,1.0,1.0,1.0,miss annot problem quick fix remov
JDT,377474,1.0,0.38257575,1.0,add line automat unicod escap unicod escap
JDT,379086,1.0,0.51492536,1.0,fix add miss case propos public class foo case public decl bar miss case propos propos
JDT,378619,1.0,1.0,1.0,hover hover close bracket statement
JDT,378258,1.0,0.5555556,1.0,hover hover rich hover
JDT,378149,5.0,0.2,0.2,add import copi org jdt annot jar build fix add unit add class object object
JDT,378068,1.0,1.0,1.0,import organ bug bug
JDT,181788,1.0,0.21185756,1.0,method class favorit class assist quick fix
JDT,372516,2.0,0.29,0.5,bracket highlight bracket
JDT,377445,1.0,1.0,1.0,code complet vagu type build assum defin type type detail javax cascad annot cascad type packag limit cascad reproduc annot complet
JDT,335132,1.0,1.0,1.0,dialog method dialog reset posit
JDT,377393,1.0,0.25811008,1.0,content assist remov modifi java complet propos standard complet class becaus modifi eclips ui fill method propos eclips ui text java propos eclips intern text paramet guess propos remov
JDT,377184,1.0,0.5025445,1.0,content assist method type paramet overrid method result subclass type paramet packag subsignatur implement bind method
JDT,353126,3.0,0.33333334,0.33333334,stub creator
JDT,243912,1.0,1.0,1.0,project charset delta
JDT,352785,1.0,1.0,1.0,statement refactor extract method
JDT,130922,1.0,0.3420749,1.0,quick assist assign paramet field field
JDT,335249,1.0,1.0,1.0,prefer group potenti problem warn
JDT,357997,1.0,1.0,1.0,horizont collaps type hierarchi rectangl visibl
JDT,86168,1.0,0.76666665,1.0,wizard creation call packag info
JDT,373885,1.0,1.0,1.0,export runnabl jar file save ant script enter
JDT,376779,1.0,1.0,1.0,hyperlink detector perform code code select
JDT,376688,1.0,0.5008285,1.0,identifi checkbox select method
JDT,353472,3.0,0.11588262,0.33333334,method gener method copi annot
JDT,376381,1.0,1.0,1.0,identifi indigo servic contribut clean prefer composit pass contribut
JDT,374111,1.0,1.0,1.0,common problem marker packag
JDT,348368,1.0,0.8163935,1.0,highlight field
JDT,374689,1.0,1.0,1.0,search limit search
JDT,347587,1.0,1.0,1.0,empti parent packag filter
JDT,353221,1.0,1.0,1.0,quick fix closest problem beta java line line put caret line error caret quick fix
JDT,351181,3.0,0.33333334,0.33333334,javadoc hover modifi
JDT,355039,1.0,1.0,1.0,error search refer properti
JDT,374264,1.0,0.52380955,1.0,identifi public static void main arg remov system privat static void remov equal remov reproduc step reproduc code check loop enhanc check save
JDT,374920,1.0,1.0,1.0,bracket highlight button
JDT,344552,1.0,0.5054645,1.0,sourc project open javadoc field irrelev displai displai project project menu
JDT,343832,11.0,0.12878788,0.09090909,doubl click
JDT,348758,6.0,0.16666667,0.16666667,resourc resourc delet
JDT,300542,1.0,0.6111111,1.0,path user librari dialog select workspac
JDT,374074,1.0,1.0,1.0,text numpad dialog text text move kei cours type view
JDT,373944,1.0,1.0,1.0,breadcrumb packag info packag
JDT,339752,1.0,0.5641026,1.0,ltk error project fail cq wind fail becaus process shell fail ungracefulli past error user user project error messag project ltk refactor java composit perform composit perform composit refactor perform workspac java ltk refactor ui ui perform ui java ltk refactor perform perform workspac runnabl adapt java perform java composit composit composit java ltk refactor perform perform java java ltk refactor perform java ltk ui perform java workspac workspac java refactor adapt runnabl adapt java context
JDT,367669,1.0,0.6111111,1.0,java found org eclips jdt core extern folder link
JDT,339224,1.0,0.56666666,1.0,argument posit propos
JDT,373950,1.0,0.50328946,1.0,prefer annot analysi
JDT,372128,1.0,1.0,1.0,highlight highlight enclos bracket massiv perform problem
JDT,373788,1.0,0.51754385,1.0,build creat unit test test compil import
JDT,322556,2.0,0.5,0.5,quick fix hover
JDT,372013,1.0,0.625,1.0,prefer option warn miss annot
JDT,373169,1.0,0.3564781,1.0,java class
JDT,355926,1.0,0.50138503,1.0,code wrong method superclass method build overrid superclass argument wrong method declar expect method declar overrid void method todo method super zs arrai outer method declar method testcas zs environ eclips jdk interfac class void method static extend type method code space reproduc
JDT,372973,1.0,1.0,1.0,call hierarchi select element hierarchi reveal wrong editor
JDT,106228,1.0,0.26307377,1.0,case pattern outlin quick hierarchi
JDT,372818,1.0,0.3478484,1.0,scope analyz test variabl fix test fix test
JDT,40580,1.0,0.34029397,1.0,navig match ctrl anywher annoi end int cursor show method
JDT,371968,1.0,0.5909091,1.0,option annot analysi
JDT,71406,1.0,0.64285713,1.0,debugg shift click click event breakpoint ruler
JDT,367465,1.0,0.33671746,1.0,export runnabl export librari warn
JDT,371987,1.0,0.5006519,1.0,quick declar build identifi indigo context undeclar field type mask declar class quick type qualifi type android context interfac click click dialog declar creat refer field declar test runnabl quick identifi creat field declar privat lang context
JDT,296589,1.0,1.0,1.0,click breadcrumb
JDT,370725,17.0,0.05882353,0.05882353,locat line messag intern data build fullvers jvmwi jit aot aa constant ws nl line argument ws locat document document java intern java indent java indent java intern java indent refer posit java indent java intern java indent refer indent indent eclips jdt indent indent indent java eclips ui indent indent indent java java indent smart java indent java eclips intern java indent document java indent strategi java eclips text document java text java eclips project verifi project verifi java type event eclips tabl java send eclips widget widget send widget send eclips widget java eclips text style java style send kei style java eclips text style java eclips text sourc sourc java project viewer viewer eclips ui java java eclips intern ui javaeditor compil jdt intern java jdt action jdt ui javaeditor java eclips eclips ui javaeditor action java event java ui eclips intern handler legaci handler legaci wrapper core core handler servic java java eclips intern kei kei event eclips kei filter kei java intern kei java kei java send event tabl widget widget send widget send java event java java wm widget eclips wm widget proc java java proc intern messag widget ui loop eclips ui java eclips java eclips core databind realm realm ui intern eclips ui ui creat java eclips java equinox intern eclips app eclips app java eclips core runtim intern eclips app app launcher java core adaptor launcher app launcher java core adaptor starter starter eclips core adaptor starter java reflect method accessor nativ method reflect method accessor method java deleg method deleg method reflect method method equinox launcher eclips equinox equinox launcher java continu comput comput read start handl handl run
JDT,369558,1.0,0.6,1.0,path sourc attach dialog encod combo empti
JDT,366013,1.0,0.57222223,1.0,add configur annot button section
JDT,369319,1.0,1.0,1.0,unit tester
JDT,369295,1.0,0.50293255,1.0,method method gener error identifi id method refactor introduc return extract mark extract method refactor result class method method extract list return
JDT,350511,1.0,1.0,1.0,build identifi show prefer text prefer misalign text check box
JDT,368452,1.0,1.0,1.0,question project rebuild
JDT,345213,1.0,0.33128205,1.0,complet propos comput project specif type
JDT,365775,2.0,0.33333334,0.5,prefer option valid annot
JDT,365041,1.0,1.0,1.0,surround menu
JDT,41302,1.0,0.50152904,1.0,quick assist extract method extract method select
JDT,357325,1.0,0.17781486,1.0,return annot class annot javadoc hover view
JDT,364947,1.0,0.530303,1.0,move design method refactor tool user
JDT,125326,1.0,0.66776437,1.0,field refactor pull
JDT,361916,2.0,0.25201207,0.5,nl assist properti
JDT,362743,3.0,0.17021278,0.33333334,ltk delet inject requestor intern class injector injector context inject eclips servic ui legaci handler servic id run ltk launcher java ui id launcher delet wizard launcher java eclips delet resourc delet resourc eclips ui refactor delet run delet eclips ui select action select dispatch dispatch event action select contribut action contribut contribut java tabl send event tabl displai displai widget widget widget widget send java widget widget widget displai displai eclips widget read dispatch displai ui intern part render engin run part core intern part render engin java eclips ui run ui ui run creat java ui ui eclips ui equinox app app run app eclips eclips app app core launcher launcher adaptor starter java core adaptor eclips run nativ nativ accessor deleg accessor lang reflect method equinox equinox basic run launcher java lang eclips ltk refactor resourc delet resourc delet resourc refactor configur locat delet resourc wizard ltk refactor resourc delet resourc wizard delet resourc configur control delet resourc wizard ui refactor refactor wizard dialog content refactor creat dialog dialog dialog java ltk ui refactor refactor wizard ui refactor wizard refactor wizard ltk ui refactor wizard refactor wizard ltk ui refactor action delet resourc handler delet resourc java ui handler java handler reflect gener accessor unknown java reflect core
JDT,139231,1.0,0.50149924,1.0,sdk build add claus surround quick fix gener code
JDT,362496,1.0,1.0,1.0,assist nl tool assist properti assist lang argument eclips core jdt eclips accessor modifi field declar class modifi jdt intern refactor accessor accessor modifi intern refactor accessor modifi add kei class eclips corext nl modifi field accessor class modifi eclips propertiesfileeditor creat field propos eclips ui propertiesfileeditor properti quick collect assist propertiesfileeditor properti assist propos properti
JDT,362404,1.0,1.0,1.0,warn miss categori compil cat style show section potenti
JDT,221782,1.0,1.0,1.0,jar export jar export warn class file build id
JDT,362106,1.0,0.9166667,1.0,nl tool assist remov call remov properti
JDT,361559,1.0,0.54545456,1.0,applic delet
JDT,347599,2.0,0.08710784,0.5,refactor refactor
JDT,361403,1.0,0.35045207,1.0,add jdt core output
JDT,360913,1.0,1.0,1.0,leak ui valid leak resourc output stream locat unpack fat export eclips intern leak close unpack jar java jdt eclips jdt line
JDT,360642,2.0,0.28225806,0.5,editor file file file
JDT,304176,1.0,0.54,1.0,arrai equal identifi arrai fail work properli number includ dimension import util arrai public class test static arg int int int null println fals arrai deep true eclips gener equal method equal
JDT,350285,1.0,1.0,1.0,system illeg argument print system illeg argument print print copi statement statement separ
JDT,359940,1.0,0.41179657,1.0,java hover eclips jdt refactor nl refactor file
JDT,354092,1.0,1.0,1.0,build id step reproduc java open open java compil page default enabl set disabl widget screenshot
JDT,349782,1.0,0.44347826,1.0,quick assist loop arrai prefix increment build identifi int length convert loop line int length system past loop ctrl loop
JDT,350290,1.0,0.3871212,1.0,flow info
JDT,358823,1.0,1.0,1.0,checkbox enabl prefer
JDT,358846,2.0,0.375,0.5,prefer warn miss
JDT,335224,1.0,0.525,1.0,test wizard widget call visibl fals
JDT,353731,1.0,1.0,1.0,type hierarchi type hierarchi notif
JDT,347734,1.0,0.52380955,1.0,open java editor int bodi column identifi context angular complet
JDT,89432,1.0,0.18013895,1.0,quick assist transform loop iter
JDT,356778,1.0,1.0,1.0,search inexact type argument filter result filter
JDT,346271,1.0,0.7,1.0,work set hit delet
JDT,24804,8.0,0.125,0.125,import statement lost organ import preserv
JDT,356363,2.0,0.25238097,0.5,sun
JDT,355830,1.0,0.50869566,1.0,java categori talk open java file view ctrl categori text clarifi dialog java categori
JDT,354766,3.0,0.33333334,0.33333334,info constructor
JDT,350375,4.0,0.15357143,0.25,signatur method displai displai displai signatur displai displai displai method method method method method method caus signatur method signatur signatur signatur signatur signatur signatur signatur signatur signatur signatur signatur signatur signatur signatur signatur signatur signatur signatur signatur signatur signatur runtim type creat paramet deleg modifi perform condit
JDT,68305,1.0,0.43977594,1.0,navig occurr disregard mark ur ls caught form mal catch catch
JDT,211529,1.0,0.7,1.0,extract constant case express
JDT,343385,1.0,1.0,1.0,java editor test test activ editor
JDT,349051,11.0,0.046411484,0.09090909,fix add throw declar
JDT,351853,4.0,0.12631062,0.25,fix type list invoc
JDT,351349,1.0,0.3645238,1.0,type hierarchi null close type hierarchi view cancel
JDT,351048,213.0,0.0046948357,0.0046948357,type type
JDT,352227,16.0,0.0625,0.0625,content ideal renam field space content field renam function reproduc
JDT,343584,2.0,0.26754385,0.5,ltk project caus delet project file parent project core resourc exist ltk resourc delet resourc perform delet resourc ltk refactor composit perform core refactor eclips ltk perform run perform core resourc java ltk ui ui perform eclips ltk perform run intern resourc run java runnabl adapt run runnabl adapt run context java
JDT,347302,1.0,1.0,1.0,java project error titl error decod
JDT,346007,1.0,1.0,1.0,test suit element suit type return suit type
JDT,345740,2.0,0.5,0.5,quick type hierarchi type
JDT,345429,1.0,1.0,1.0,updat org ui share wait flag progress monitor
JDT,345363,9.0,0.11111111,0.11111111,content fup bug add
JDT,344544,1.0,0.11490114,1.0,javadoc add miss tag quick element comment add tag type paramet method type paramet default
JDT,345003,1.0,1.0,1.0,specif lost renam
JDT,344436,1.0,1.0,1.0,import past
JDT,338529,1.0,0.537037,1.0,work adapt test creat work
JDT,343242,1.0,1.0,1.0,code complet perform test test applic guess unreli
JDT,344474,1.0,1.0,1.0,prefer page match indent match indent
JDT,337707,1.0,0.1266101,1.0,unit junit junit depend method order jr fail
JDT,296786,1.0,1.0,1.0,open project project
JDT,295200,1.0,0.33908045,1.0,inlin variabl refactor comment declar
JDT,343422,2.0,0.5,0.5,javadoc window
JDT,341976,1.0,1.0,1.0,java editor test activ
JDT,343245,1.0,1.0,1.0,unit import url identifi eclips unit import url launch eclips unit show attach error eclips
JDT,339248,1.0,0.3438735,1.0,inlin inlin method wrong cast collect fill
JDT,342391,1.0,0.49324575,1.0,java compil prefer properti page mislead java se ee project ee
JDT,342926,1.0,1.0,1.0,method build creat method test test type test field select test select click test test
JDT,338229,1.0,0.8055556,1.0,indent continu
JDT,342249,11.0,0.09090909,0.09090909,identifi hat java
JDT,342559,1.0,1.0,1.0,javadoc refer kei displai displai displai displai complet type legal
JDT,342410,5.0,0.2,0.2,assist test
JDT,338675,1.0,0.5188679,1.0,quick assist put express parenthes
