Project,BugId,Effectiveness,AP,RR,Keyword
SWT,407555,2.0,0.17435616,0.5,error swt displai class diagram analysi repeatedli stock error swt widget trace repeat overflow error org intern cocoa msg org swt intern cocoa displai swt control updat swt widget updat control hyad uml sd view sd widget java hyad uml ui view sd widget content widget org hyad uml sd view paint control java widget type handl java org event tabl tabl java widget displai send event swt widget widget event java swt widget widget event widget java widget event widget eclips widget control widget control java canva draw widget canva org swt widget widget eclips swt canva draw canva org displai displai java org eclips intern cocoa objc send nativ method org eclips swt intern view java org eclips widget org swt widget control updat control java uml ui sd draw buffer widget org eclips hyad sd ui view sd draw content widget org hyad uml ui view scroll view paint control view eclips swt type listen event listen org eclips swt widget tabl event eclips displai send displai java org event java eclips widget widget java org swt widget widget widget org swt control org eclips swt widget widget java swt rect org swt widget draw eclips swt widget displai displai eclips intern cocoa msg nativ method org ns ns view org eclips swt control updat org eclips control control java hyad sd ui buffer org eclips uml sd view widget content sd widget java eclips uml paint view
SWT,407479,2.0,0.5,0.5,tracker window show
SWT,389491,19.0,0.05263158,0.05263158,screen black move
SWT,407457,1.0,1.0,1.0,browser test problem merg xul runner
SWT,406623,3.0,0.17401962,0.33333334,style
SWT,392774,1.0,0.6401559,1.0,gtk implement drag imag
SWT,406912,6.0,0.16666667,0.16666667,xul window
SWT,405244,1.0,0.19628572,1.0,group method access control listen child
SWT,404776,1.0,1.0,1.0,error session gtk
SWT,235618,2.0,0.5,0.5,gc class em public swt public share call incomatibililti field norefer problem
SWT,404163,1.0,1.0,1.0,gtk background fedora gtk class public void arg displai displai shell shell shell background error composit shell composit set bound composit imag shell shell shell dispos displai dispos
SWT,403102,1.0,1.0,1.0,gtk pointer imag move mous pointer adjac resiz imag move
SWT,397107,1.0,0.25337848,1.0,gtk tab folder render hang eclips run swt gtk gtk view
SWT,384175,1.0,1.0,1.0,messag java edit fals releas messag isn displai text isn window displai reproduc
SWT,399562,1.0,1.0,1.0,gtk progress bar send mous event progress bar note paint control
SWT,396316,1.0,0.39957264,1.0,gtk tabl height
SWT,399547,1.0,0.53125,1.0,gtk control draw set show problem line print control visual show arg displai displai shell shell tabl tabl style
SWT,398176,1.0,1.0,1.0,gtk button enabl gtk button enabl button
SWT,403941,1.0,0.5208333,1.0,gtk fedora caus set foreground set background set font visual context
SWT,399560,1.0,0.2573283,1.0,test control cool bar tab handl drag cool shown control style includ flat drag begin drag
SWT,403191,1.0,0.5163934,1.0,gtk width method
SWT,403346,1.0,1.0,1.0,select explor tree toolbar button tree np es report select tree
SWT,388628,4.0,0.25,0.25,tree select draw
SWT,399563,2.0,0.5,0.5,screen platform show swt
SWT,399151,6.0,0.16666667,0.16666667,focu pass window
SWT,395169,2.0,0.5,0.5,tabl scroll window
SWT,398070,1.0,0.27100044,1.0,convert boolean arrai xul
SWT,393833,2.0,0.5,0.5,scroll bar call set visibl
SWT,398046,1.0,0.3630601,1.0,tool tip time messag long
SWT,398386,1.0,1.0,1.0,interestingli toolitem singl show
SWT,381915,1.0,1.0,1.0,top index test
SWT,394851,2.0,0.5,0.5,browser blank
SWT,395464,4.0,0.25,0.25,result window build set mark
SWT,395411,1.0,1.0,1.0,tab folder render creat call tab folder set render
SWT,391627,3.0,0.115384616,0.33333334,select event mous mac check
SWT,392498,5.0,0.2,0.2,copyarea
SWT,388402,4.0,0.25,0.25,list item remov context menu pleas list list displai displai displai displai displai displai displai displai displai list list displai displai displai displai displai displai displai displai displai displai displai displai view eclips creat doubl send tabl access string ns rect row deleg column start
SWT,394473,1.0,1.0,1.0,mozilla browser broken runner xul runner
SWT,393792,1.0,1.0,1.0,gtk gtk gtk resiz window
SWT,393723,2.0,0.5,0.5,gtk foreground area unselect tab gtk editor note foreground color tab gtk hard white
SWT,393728,1.0,1.0,1.0,gtk background run export gtk editor fedora background grei
SWT,393726,1.0,1.0,1.0,gtk tab eclips gtk note
SWT,393856,1.0,0.98090905,1.0,pango size pango layout size layout width pango height layout pixel layout width height size pango pixel round test
SWT,393727,1.0,0.55,1.0,gtk search eclips
SWT,393919,1.0,1.0,1.0,label gtk align label run gtk align label
SWT,372145,4.0,0.25,0.25,background talk forc
SWT,39934,1.0,1.0,1.0,scroll composit size
SWT,393729,1.0,0.7,1.0,gtk tree
SWT,383305,1.0,1.0,1.0,font size incorrect build resolut font eclips count file file displai font count undisplai tab
SWT,393681,1.0,0.53571427,1.0,gtk
SWT,393156,1.0,0.49202847,1.0,shell forc run run includ gtk critic gtk scrollabl polici gtk scrollabl caus shell resiz widget size vbox helloworld
SWT,389910,1.0,0.48679975,1.0,substitut gdk color gdk rgba gdk rgba gdk color gdk color wide swt class number return gdk color
SWT,392784,1.0,0.6666667,1.0,gtk print print gtk gdk pixmap xid gdk depth
SWT,380875,1.0,1.0,1.0,singl line field undo
SWT,392785,1.0,1.0,1.0,reimplement gdk pixmap implement cursor pixbuf
SWT,392839,1.0,0.9308036,1.0,gtk adjust accessor
SWT,387315,1.0,0.7921569,1.0,entri im context omit direct im context
SWT,392389,14.0,0.071428575,0.071428575,gtk check version
SWT,392811,1.0,0.75,1.0,replac gtk combo text gtk combo text gtk
SWT,390041,2.0,0.5,0.5,cairo gdk draw
SWT,392616,2.0,0.25279328,0.5,widget function read gtk
SWT,392610,1.0,0.55,1.0,gtk gdk gdk default path
SWT,391459,1.0,1.0,1.0,press button gtk press button work
SWT,392488,1.0,1.0,1.0,browser eat travers default runner browser browser char search press enter search activ button older answer send hwnd wm affect travers msg msg travers affect
SWT,384886,1.0,0.8666666,1.0,text add segment listen requir client call set text
SWT,388105,1.0,1.0,1.0,style text select caret end block select mode
SWT,392569,4.0,0.13949275,0.25,color select function
SWT,392229,1.0,1.0,1.0,browser js evalu uc xul runner
SWT,391254,1.0,1.0,1.0,lead tab folder dispos folder listen travers
SWT,365934,1.0,0.5625,1.0,mous event button button mod spell
SWT,387204,4.0,0.12789854,0.25,tree window
SWT,390514,5.0,0.2,0.2,shown list combo size content list
SWT,392420,1.0,0.527027,1.0,seal access gtk fix gtk fix gobject api retriev
SWT,384887,1.0,1.0,1.0,text add listen line delimit char
SWT,391364,1.0,1.0,1.0,style listen offset
SWT,390853,1.0,0.3480769,1.0,browser runner caus browser
SWT,391050,1.0,0.72222227,1.0,gdk cairo method
SWT,392048,494.0,0.0020242915,0.0020242915,text
SWT,259141,3.0,0.33333334,0.33333334,tree select virtual multi
SWT,391892,1.0,1.0,1.0,swt shell full screen
SWT,391127,57.0,0.01754386,0.01754386,displai editor open
SWT,391263,13.0,0.07692308,0.07692308,render gtk paint
SWT,380966,1.0,0.24616353,1.0,tree call variabl
SWT,391722,1.0,1.0,1.0,add text toolitem show
SWT,391675,1.0,0.5016103,1.0,shorten text method state strategi
SWT,377019,1.0,1.0,1.0,specif file mac build set file filter specif file file set filter mac file select eclips eclips widget class test file dialog displai displai shell displai shell open file dialog file dialog set filter dialog dispos displai displai displai dispos
SWT,387755,1.0,0.34615386,1.0,area work mac copi area imag imag region region size obtain displai default locat pass copi area origin captur
SWT,391413,1.0,0.512987,1.0,gdk gtk
SWT,391408,1.0,1.0,1.0,gdk gtk
SWT,391404,1.0,1.0,1.0,gdk sizeof method
SWT,391398,1.0,0.6666667,1.0,gtk gdk
SWT,383369,1.0,0.34042552,1.0,combo error
SWT,391269,1.0,1.0,1.0,date
SWT,391035,505.0,0.001980198,0.001980198,start juno
SWT,388574,9.0,0.061924983,0.11111111,mac os text control
SWT,390734,1.0,1.0,1.0,access version id longer access control system prefer box
SWT,390735,1.0,0.09674245,1.0,fix ns id code
SWT,390713,1.0,1.0,1.0,break travers toolbar
SWT,385253,1.0,0.5063694,1.0,send event combo control run test test
SWT,383392,1.0,1.0,1.0,kei event loop lang illeg eclips error layout render render layout render calcul render render calcul eclips eclips listen handl event listen content event eclips eclips view creat control composit parent st st add listen event arg st overrid event arg todo auto stub upper section
SWT,389250,1.0,1.0,1.0,close part close tool item tool
SWT,387641,1.0,1.0,1.0,gdk deprec sash widget draw band
SWT,389773,1.0,0.5769231,1.0,tab render draw
SWT,324435,116.0,0.0074700043,0.00862069,press button
SWT,383890,710.0,0.0014084507,0.0014084507,eclips sigsegv
SWT,386893,1.0,1.0,1.0,omit deprec accel label set accel string
SWT,378383,1.0,0.61301625,1.0,notif full
SWT,388990,19.0,0.020066172,0.05263158,style text index test
SWT,387338,1.0,0.14617999,1.0,system mac cocoa mac window window screen window focu window click control window
SWT,382175,1.0,1.0,1.0,draw imag gc work cairo disabl
SWT,384315,1.0,0.6,1.0,virtual tabl gtk caus cpu util brand singl string order xx perm xx max otherwis
SWT,383189,3.0,0.33333334,0.33333334,warn error swt combo
SWT,372560,5.0,0.2,0.2,error dispos combo
SWT,379792,1.0,0.7,1.0,model handl
SWT,387980,2.0,0.5,0.5,neg gestur
SWT,387518,5.0,0.2,0.2,combo box caus
SWT,386220,1.0,1.0,1.0,access children attribut arrai attribut child count access listen children children control listen child line control count count arrai arrai children child
SWT,387144,1.0,1.0,1.0,pixbuf render drawabl dynam
SWT,387133,1.0,1.0,1.0,method gdk drawabl
SWT,386177,5.0,0.1,0.2,close editor
SWT,378168,16.0,0.0625,0.0625,group client
SWT,386778,1.0,0.5285714,1.0,gtk widget set set gtk
SWT,386260,1.0,1.0,1.0,version build build id gtk gnome check gnome mime type mime type buffer convert wc mbc mime type ptr gnome gnome mime default mime type buffer ptr
SWT,385070,1.0,0.34679705,1.0,gtk
SWT,386594,1.0,0.6600079,1.0,gtk visibl gtk visibl
SWT,385939,1.0,0.65555555,1.0,gtk tip window gtk
SWT,345296,1.0,0.5042585,1.0,remov qt
SWT,245388,1.0,1.0,1.0,combo run gtk combo longest item gtk prefer size displai shell set combo combo set locat item system combo shell dispos displai displai
SWT,368543,102.0,0.009803922,0.009803922,displai window
SWT,377961,1.0,1.0,1.0,walk bogdan toolitem call set width width parent bar relayout
SWT,377600,1.0,1.0,1.0,cocoa shell class implement swt style build focu creat click unexpect behavior break reproduc shell style displai visibl shell shell
SWT,384381,2.0,0.5,0.5,html transfer utf
SWT,385570,1.0,1.0,1.0,file report file text charact end line charact end line
SWT,384725,1.0,1.0,1.0,access toolbar id label label access displai becaus press site select box
SWT,380533,1.0,1.0,1.0,program gtk
SWT,381006,2.0,0.35,0.5,browser browser focu
SWT,339344,1.0,1.0,1.0,tab folder render
SWT,322638,1.0,1.0,1.0,imag imag imag stream gif
SWT,383328,13.0,0.07692308,0.07692308,multipl event mous
SWT,383074,1.0,1.0,1.0,build tracker screen draw rectangl
SWT,381333,1.0,1.0,1.0,event receiv shell style swt top build step cocoa button shell move switch move mous shell receiv exit
SWT,113342,1.0,1.0,1.0,set antialia font set version
SWT,383069,1.0,0.3384224,1.0,url transfer url
SWT,376448,1.0,0.35209236,1.0,export folder file point previous export result path dialog box result field path note
SWT,339342,1.0,1.0,1.0,tab folder throw illeg dispos control set top control set default button button method decor throw illeg dispos button set tab folder set top control method
SWT,382887,1.0,1.0,1.0,custom control folder tab folder custom control top style swt fill swt call top
SWT,382840,1.0,0.24809057,1.0,set tabl set select call redund call select
SWT,378264,1.0,1.0,1.0,updat tab folder
SWT,380730,1.0,1.0,1.0,imag transform imag tab neg number rotat
SWT,379998,95.0,0.010526316,0.010526316,list
SWT,379791,6.0,0.16666667,0.16666667,dispos impl id eclips eclips messag eclips advanc bbd eclips uri render render eclips dispos eclips eclips eclips imag tab render size tab folder render eclips render render tab custom tab folder set item tab tab folder tab eclips tab folder item tab folder custom tab folder item tab custom dispos tab item render child render part remov gui part intern part render part part eclips run intern render remov part intern render part intern part render eclips intern part part eclips runner runner part remov gui render eclips intern part render eclips part access part intern render intern part render render intern render part part render access part eclips part render runner eclips intern render remov gui part render eclips intern part gui part render intern part render access part eclips part render intern part render remov render eclips intern part remov part render eclips intern part render eclips intern run part eclips runner runner part remov part eclips intern gui render access render render part eclips runner run eclips intern part render part render part render part eclips intern part render access intern render run part runner eclips intern remov part render part render eclips intern close eclips intern show eclips intern close eclips intern window eclips window eclips window eclips intern close window window intern close render render close wbw render widget tabl event eclips widget displai send displai eclips widget widget send event widget eclips widget event eclips widget widget event widget widget widget shell widget close shell widget proc cocoa objc eclips widget widget widget widget window widget shell window shell widget proc displai eclips intern os msg super widget displai applic eclips intern objc method intern cocoa ns send event ns applic displai dispatch displai part render databind run eclips intern part render run part render eclips intern run eclips intern realm eclips eclips platform creat run platform intern id applic start applic intern app eclips handl eclips intern eclips app run eclips intern adaptor start eclips eclips run starter eclips eclips starter eclips accessor impl impl method accessor impl equinox eclips run equinox run equinox
SWT,379005,1.0,1.0,1.0,pointer clipboard type null mark public int clipboard clipboard dnd clipboard transfer pasteboard pasteboard gener pasteboard null transfer arrai pasteboard type int count npe data data count int count type transfer regist type ns type string stack trace java lang clipboard type clipboard java org eclips swt dnd clipboard type clipboard java wuala edit edit past action check enabl facad browser action wuala facad action dynam facad browser facad notifi statu updat facad browser facad content select wuala facad content set wuala browser detailsview detail focu gain type event type listen java org eclips swt widget tabl send org eclips swt displai java eclips swt widget send event widget org widget send widget org eclips widget widget org control send focu java org check displai java eclips swt window shell widget proc org eclips intern send super nativ eclips swt widget applic event org eclips swt widget displai cocoa nativ method org swt intern applic event applic java org eclips swt widget displai displai java wuala present wuala applic wuala present applic wuala launch wuala wuala wuala loader loader loader start loader java main java couldn reproduc
SWT,368629,1.0,0.35867915,1.0,widget locat event locat
SWT,377472,1.0,1.0,1.0,dbc backslash sbc jre os aix sji reproduc step reproduc creat class correctbackslash backslash yen sign backslash charact regress bug previou
SWT,378482,1.0,0.6,1.0,build fix warn retriev set gtk menu imag tool gtk creat menu
SWT,372790,1.0,1.0,1.0,win ico file format handl
SWT,378081,1.0,0.7,1.0,combo send modifi event
SWT,379042,1.0,1.0,1.0,drag detect left open view
SWT,340054,4.0,0.08849725,0.25,cocoa attach screenshot close pde editor
SWT,378344,1.0,1.0,1.0,segment listen interfac
SWT,99718,1.0,1.0,1.0,long text combo caus text combo dropdown
SWT,377155,1.0,1.0,1.0,combo list bound
SWT,377385,1.0,0.364591,1.0,shell full screen work window
SWT,377074,1.0,1.0,1.0,sampl sampl print tab item tab folder expect result posit correct
SWT,376589,2.0,0.5,0.5,html transfer instanc gibberish
SWT,376826,1.0,0.15219232,1.0,text remov segment listen inconsit code code check error segment listen listen error call end error consit
SWT,375721,1.0,1.0,1.0,posit style style open caret caret open eclips action result line caret offset
SWT,365961,29.0,0.03448276,0.03448276,style text wrap
SWT,353305,1.0,1.0,1.0,browser web kit close esc build identifi open show descript close press esc java class arbitrari test final press press esc press esc
SWT,373467,1.0,1.0,1.0,mac os menu swt creat menu base applic shell menu menu bar menu bar doesn
SWT,376183,1.0,1.0,1.0,runner send msg hwnd answer wanttab browser
SWT,375830,1.0,1.0,1.0,appl applic support directori
SWT,373036,1.0,1.0,1.0,code creat cocoa control run unexpect behavior run code id ns text field alloc cell class access ns text field cell ns text field cell default
SWT,375619,1.0,1.0,1.0,toolbar order eclips toolbar tool window travers toolbar travers reach kei tab toolbar toolbar
SWT,353084,1.0,0.50173914,1.0,layout toolbar
SWT,374948,2.0,0.5,0.5,browser mozilla circumst
SWT,374628,1.0,1.0,1.0,background pattern draw cocoa
SWT,364116,1.0,0.3080273,1.0,id open dialog row invalid locat
SWT,373794,18.0,0.0044351076,0.055555556,comment
SWT,333972,1.0,0.8333334,1.0,browser access browser function access window call function mozilla browser access browser function window call function
SWT,372138,1.0,0.54545456,1.0,header file xul runner
SWT,372760,2.0,0.2962963,0.5,segment offset
SWT,372729,1.0,1.0,1.0,platform doc isv win widget text segment event eclips widget text
SWT,372599,1.0,1.0,1.0,wrong cairo text layout
SWT,337979,43.0,0.023255814,0.023255814,restor tab
SWT,355341,4.0,0.1513158,0.25,tab select item
SWT,362133,1.0,1.0,1.0,trai item imag work trai item step item click imag
SWT,370355,2.0,0.5,0.5,combo show focu ring case problem hover problem problem page focu focu focu alt kei ui snippet problem public snippet public arg set swt text text combo combo drop read combo set select shell set text swt public void handl event event code redraw system redraw set size dispatch
SWT,338975,1.0,1.0,1.0,tooltip menu rectangl point
SWT,368710,1.0,1.0,1.0,version creat progress bar
SWT,363309,35.0,0.030679155,0.028571429,kei event displai post kei
SWT,368757,1.0,0.25333333,1.0,window
SWT,369599,22.0,0.045454547,0.045454547,window tooltip
SWT,368993,19.0,0.043238983,0.05263158,label hint
SWT,358022,1.0,0.31800863,1.0,editor background cursor invis
SWT,369757,11.0,0.09090909,0.09090909,gl canva fix caus null parent mac
SWT,357559,17.0,0.03250774,0.05882353,tab show button
SWT,356414,1.0,0.46560848,1.0,item set expand virtual tree
SWT,369228,1.0,0.596588,1.0,pre gtk tree
SWT,369227,1.0,1.0,1.0,gtk list
SWT,369226,1.0,1.0,1.0,gtk leftov tabl
SWT,369225,44.0,0.022727273,0.022727273,gtk
SWT,369152,1.0,0.39849627,1.0,gtk set dynam
SWT,369151,1.0,1.0,1.0,tooltip dynam
SWT,368616,136.0,0.0047340854,0.007352941,const remov
SWT,368417,1.0,1.0,1.0,line caret caret locat line pixel caret line text line
SWT,367809,1.0,0.2829915,1.0,path add handl unicod version build id kanji charact chines charact path add render path add draw kanji charact attach build id work show kanji charact show code line
SWT,348205,63.0,0.015873017,0.015873017,activ editor error
SWT,368290,1.0,1.0,1.0,introduc accompani web kit gtk
SWT,367848,16.0,0.0625,0.0625,text select text select listen cancel icon
SWT,344401,1.0,1.0,1.0,awt enabl embed shell shell code enabl window window window case account control set enabl control swt port regress reproduc reproduc shell npe
SWT,367414,11.0,0.057359308,0.09090909,select
SWT,96320,1.0,0.32156703,1.0,save imag jpeg set
SWT,367120,1.0,0.6192857,1.0,gtk select select row
SWT,366989,1.0,0.64285713,1.0,browser session web kit gtk underli render cooki
SWT,365473,1.0,1.0,1.0,click mous event window text open context menu
SWT,365807,1.0,0.7,1.0,version gtk tooltip cursor move toolitem tooltip version
SWT,365772,5.0,0.2,0.2,tooltip item eclips toolbar
SWT,365462,1.0,1.0,1.0,link set enabl boolean master link enabl boolean updat color text call color link correctli eclips swt org eclips swt event eclips swt layout layout import import displai import swt link import eclips swt widget shell public link displai displai displai shell set layout layout link link swt link set simpl shell push enabl listen select adapt public void select enabl enabl println enabl enabl set enabl enabl redraw set text redraw add select link open dispos displai displai sleep
SWT,219305,1.0,1.0,1.0,view context menu view mark merg mac mous enabl mous move press platform menu keyboard open menu
SWT,364764,1.0,0.9166667,1.0,gtk file
SWT,364766,1.0,0.5188679,1.0,set gtk
SWT,364767,2.0,0.5,0.5,gtk view tree widget coord
SWT,364768,2.0,0.5,0.5,gtk
SWT,340729,1.0,0.5015528,1.0,build access user navig swt mozilla browser widget keyboard tab shift tab style rectangl focu
SWT,333448,12.0,0.041666668,0.083333336,radio button
SWT,364144,1.0,1.0,1.0,eclips platform isv widget tree cursor select event
SWT,362246,1.0,0.5,1.0,gio
SWT,361004,1.0,0.54347825,1.0,gtk
SWT,360872,1.0,0.8666666,1.0,remov gtk combo
SWT,350362,2.0,0.5,0.5,step text line word
SWT,363801,4.0,0.25,0.25,combo visibl count
SWT,297186,1.0,1.0,1.0,button button button gtk event button button gtk focu event os gtk handl fals button becaus handl event event kei event becaus kei event button button button button button
SWT,362625,1.0,1.0,1.0,line press line charact charact bottom rtl
SWT,335962,1.0,1.0,1.0,bar visibl gtk
SWT,337269,1.0,1.0,1.0,tooltip gtk dispos visibl
SWT,275159,1.0,0.5022173,1.0,dispos access insid fix flag tool
SWT,362999,1.0,0.33898306,1.0,printer gtk
SWT,362291,1.0,1.0,1.0,drag webkit
SWT,356571,1.0,0.3601102,1.0,improv implement method org eclips swt graphic imag imag data handl imag
SWT,359869,1.0,0.53225803,1.0,work caus cairo graphic eclips text rang
SWT,304001,1.0,0.2842415,1.0,api highlight imag statu
SWT,361313,22.0,0.045454547,0.045454547,widget style text unknown
SWT,361292,1.0,1.0,1.0,scroll end line style text show scroll fals scroll step code text scroll bar end
SWT,346517,1.0,0.29756796,1.0,access tab tab folder
SWT,361189,1.0,1.0,1.0,text scroll bar scroll end text
SWT,332259,1.0,0.50537634,1.0,webkit gtk
SWT,27096,50.0,0.02,0.02,style text scrollbar
SWT,154904,2.0,0.30882353,0.5,column header
SWT,355815,2.0,0.5,0.5,listen style text object move style text style text style text reproduc
SWT,359101,1.0,1.0,1.0,underlin shift build style text charact line strikeout step st style set style start length underlin underlin style
SWT,350783,1.0,0.5016313,1.0,imag win unhandl error handl type
SWT,345093,9.0,0.060874704,0.11111111,set visibl linux
SWT,293932,1.0,0.74666667,1.0,event mask
SWT,342282,1.0,1.0,1.0,window tree issu reduc tree tree focu tree issu ui thread busi thing twisti finish runnabl thread control
SWT,359289,6.0,0.083333336,0.16666667,web
SWT,357026,16.0,0.0625,0.0625,virtual tabl
SWT,345682,1.0,0.5107143,1.0,web kit gtk
SWT,349978,1.0,0.6650093,1.0,rewrit access code
SWT,357127,1.0,1.0,1.0,code build identifi code set tab yield code displai method call
SWT,358188,1.0,1.0,1.0,step code style text style text style text singl style text set text text style text set align style text set bound rectangl code cell
SWT,331948,1.0,0.5,1.0,calendar
SWT,354745,27.0,0.037037037,0.037037037,navig browser widget
SWT,357696,4.0,0.25,0.25,cairo oper gtk version
SWT,357138,1.0,0.40231884,1.0,post mozilla
SWT,343331,1.0,0.37558886,1.0,build gl canva occlud fast view draw top
SWT,355149,1.0,0.530303,1.0,window maxim minim attach behavior version
SWT,356476,1.0,1.0,1.0,progress bar
SWT,349812,1.0,0.058354937,1.0,build id step run trackpad field build
SWT,355524,1.0,1.0,1.0,style reset set style text style text text scrollbar updat run reset run reset
SWT,355090,1.0,0.6111111,1.0,miss version check os flash scroller
SWT,326311,1.0,1.0,1.0,bu error eclips intern cocoa os object instanc variabl call tree expand item
SWT,350312,28.0,0.017857144,0.035714287,embed
SWT,281912,2.0,0.25578034,0.5,printer longer properli width kyocera window printer standard print text size swt work
SWT,350751,3.0,0.17216118,0.33333334,trai item imag
SWT,352880,1.0,1.0,1.0,build identifi attach sampl os toolbar button toolbar button shown
SWT,353523,1.0,0.5116279,1.0,code run critic basic run sampl code attach
SWT,345979,2.0,0.2510929,0.5,identifi instal bit bit id
SWT,348309,1.0,0.20759332,1.0,os add
SWT,347756,1.0,1.0,1.0,event receiv shell resiz shell resiz style kei receiv regist listen
SWT,352694,1.0,0.30171305,1.0,identifi screen lion step run content imag
SWT,345411,2.0,0.5,0.5,width small pixel tabl column column pixel column code eclips win eclips win win class string displai shell displai shell layout tabl tabl tabl header column column tabl column column tabl column text string size displai read dispatch sleep dispos system println
SWT,352860,1.0,1.0,1.0,menu item identifi occur
SWT,348164,14.0,0.071428575,0.071428575,text small
SWT,335857,1.0,1.0,1.0,hit sash
SWT,352487,4.0,0.20192307,0.25,mnemon label
SWT,351494,3.0,0.1952381,0.33333334,list gtk
SWT,352291,7.0,0.14285715,0.14285715,text layout rise draw gc set set result
SWT,347490,1.0,0.5181818,1.0,int im im int im im im int full shape alpha phonet roman im shape im full shape displai displai displai displai kei kei im releas kei button im button select im im im notic select select im im displai im im im im
SWT,348761,1.0,0.5092593,1.0,swt button
SWT,340297,1.0,1.0,1.0,item window select item unrel run multi item order item item item stai select item select displai displai multi item item item item item item item item item item item item item item item item item item item item item displai
SWT,345650,1.0,0.5078125,1.0,fill rectangl gtk version fill rectangl
SWT,347022,1.0,1.0,1.0,browser version navig
SWT,175821,1.0,0.8333334,1.0,gtk printer print file
SWT,322912,1.0,0.33333334,1.0,browser browser xul runner
SWT,345892,21.0,0.016193768,0.04761905,select tree
SWT,345924,42.0,0.023809524,0.023809524,kei input
SWT,341895,1.0,1.0,1.0,dnd action applic identifi big eclips npe occur dnd action point eclips version reproduc step packag explor creat simpl file folder gener dnd folder time lead
SWT,344460,1.0,1.0,1.0,coolbar chrevon cool cool cool
SWT,344487,1.0,0.2567619,1.0,browser web kit xul runner incompat lite
SWT,344392,4.0,0.25,0.25,imag disabl tool orient
