bugId,effectiveness,keywords,tokens
101856,1,list work boolean doesn express type step blank creat add true bind data item list detail filter select aa express true result result error error report page list engin error error convers invalid type express found express delet quotat succe,select list filter doesn work correctli express filter boolean type descript select list filter doesn work correctli express filter boolean type step reproduc blank report creat data sourc dataset add comput column aa true insert list bind dataset drag data item list detail add filter list select row aa express select equal oper click select select true click save preview expect result error result error messag error report page error list null error data engin data convers error time detail error data type convers invalid data type found condit express invalid data type found condit express delet doubl quotat mark make preview succe
101806,1,chart axi background displai properli view axi displai properli view step reproduc axi background expect displai,chart axi label background displai properli layout view descript chart axi label background displai properli layout view step reproduc open attach design file axi label background layout view preview expect result displai consist result screen shot
102516,1,jdbc data set editor tabl column demand,jdbc data set editor load tabl column demand
102623,1,imag refresh imag refresh imag imag file outlin imag imag imag expect imag origin imag,imag refresh import descript imag refresh import step reproduc import imag imag jpg layout view delet imag file outlin imag renam imag jpg imag jpg import imag jpg layout expect result imag displai result origin imag displai
102966,135,chart chart orgini chart,bar lost chart transpos descript bar lost chart transpos step reproduc creat side side bar chart transpos compar orgini chart preview result bar lost chart transpos preview
102455,1,pie chart creat pie chart chart,pie chart round creat pie chart report design pie chart oval perfectli round default
103129,1,code select select step reproduc exist editor,regress code editor show select dataset code select transfer code editor descript code editor show select dataset code select transfer code editor step reproduc select exist dataset click code layout code editor expect result code dataset show result code dataset doesn show
103134,1,step abc paramet expect paramet default,paramt default input string system throw step insert paramet default input abc drag paramet layout preview result system throw expect result system preivew paramet default
101187,1,local kei ad text file result titl result,local kei blank ad descript kei blank extern text displai chart step reproduc set extern text chart titl properti file kei blank valid expect result extern chart titl result displai
103135,1,regress column column invalid column set aa data set aa renam result result messag result messag regress test build,regress comput column dataset filter caus dataset filter invalid descript comput column dataset filter caus dataset filter invalid step reproduc comput column data set editor aa set filter data set aa renam aa bb click filter click preview result expect result error messag result error messag preview displai regress test build
101751,1,imagehandl interfac full custom handl store directori viewer resourc bypass applic server achiev gener chart imag directli environ imag directori longer web becaus web instal directori hard real path call becaus imag web access engin solut store imag web applic imag handler engin write imag imah handler retriev imag back base handler handler,enhanc imagehandl interfac full custom birt imag handl mechan birt store temp chart imag directori viewer assum imag access static resourc bypass applic server achiev gener chart imag url point imag directli war deploy environ imag directori longer web applic becaus web app instal directori found modifi mechan imag directori hard code directori retriev real path call becaus imag longer store web app access directli url engin propos solut enhanc imag handler store imag return imag web applic viewer set imag handler engin write imag viewer refer imah handler call function retriev imag send back client base url imag handler enhanc default imag handler implement
103449,1,extens load detail engin org eclips engin engin output format support potenti version instal configur incorrectli birt log load match,log birt extens load detail inform engin return error org eclips birt report engin api engin output format html support find detail inform log file potenti applic develop version birt instal plugin version set birt home configur variabl incorrectli birt log detail infom log file log load plugin plugin match plugin xml file log
103292,1,error messag group kei error messag dismatch interv reproduc set goup group kei doubl select save expect error type result error,error messag group kei dismatch interv descript error messag group kei dismatch interv step reproduc add tabl bind data set add goup group kei doubl type select interv hour rang save preview expect result error messag show unmatch type result error messag
103453,1,chart builder doesn descript type chart builder data axi set date time set preview doesn work,scale datetim type chart builder doesn work descript scale datetim type chart builder doesn work step reproduc data axi set type date time set scale step unit hour preview result doesn work
103613,1,link caus error null chart embed group paramet datatyp string subgroup data paramet chart messag report chart null data param null error error time render chart extend item bound chart return row rais queri,link chart paramet caus error null param reach chart embed group link singl paramet datatyp string group subgroup group data group paramet chart data group error messag error report page error chart null error data engin null default param time detail default input paramet null error error extend item render error time detail problem render chart extend item data set bound chart return row common expect occur rais error queri skip
100999,1,ctrl work express builder redo express builder data ctrl result undo,ctrl doesn work express builder descript undo redo doesn work express builder step reproduc edit data element express builder press ctrl expect result undo redo work result respons
104180,1,spm thrown data sourc builder null point sourc data step reproduc dataset data builder data mysql data base datadirect driver click queri queri text expect result org eclips birt report jdbc ui sql set editor page db data org eclips oda jdbc ui sql set editor page refresh sql data editor org jdbc ui sql set page page data set page java org birt design dialog properti sh ow page org birt ui abstract dialog properti java org eclips birt report design ui dialog properti abstract properti dialog cess abstract java org eclips birt design ui abstract org eclips custom busi busi org eclips report dialog properti abstract properti abstract java viewer viewer org core intern intern java org runtim platform run java intern face util face java util safe safe java select java org eclips viewer viewer structur viewer eclips viewer handl select structur org eclips structur widget java jface open fire event open org eclips util access open strategi org jface strategi event open strategi java org eclips swt widget send event tabl swt widget widget widget eclips run defer event java org eclips widget dispatch java eclips jface window event org window window window java eclips birt report design intern ui base dialog base dialog java eclips birt ui set data data action java org report ui set action data org eclips action jface action item item java eclips action action contribut item access action contribut item org jface action item item org swt widget tabl event java swt widget org eclips widget run defer org eclips swt widget displai java org loop org ui intern ui workbench java ui intern creat workbench java ui platform creat run platform java org intern id java org core platform activ activ org runtim eclips starter run eclips starter runtim adaptor run starter sun reflect nativ impl invok method sun reflect nativ accessor invok accessor impl java reflect accessor impl invok method accessor method method java core framework main java org core main basic run main java run org eclips launcher java,spm null point thrown data sourc edit data set builder descript null point thrown data sourc edit data set builder step reproduc dataset edit data set builder data sourc mysql sybas data sourc base datadirect driver click queri input queri text expect result error result java lang null pointer org eclips birt report data oda jdbc ui editor sql data set editor page popul av ailabl db object sql data set editor page java org eclips birt report data oda jdbc ui editor sql data set editor page refresh pag sql data set editor page java org eclips birt report data oda jdbc ui editor sql data set editor page page activa ted sql data set editor page java org eclips birt report design ui dialog properti abstract properti dialog sh ow page abstract properti dialog java org eclips birt report design ui dialog properti abstract properti dialog sh ow select page abstract properti dialog java org eclips birt report design ui dialog properti abstract properti dialog ac cess abstract properti dialog java org eclips birt report design ui dialog properti abstract properti dialog run abstract properti dialog java org eclips swt custom busi show busi java org eclips birt report design ui dialog properti abstract properti dialog select abstract properti dialog java org eclips jface viewer viewer run viewer java org eclips core intern runtim intern platform run intern platform java org eclips core runtim platform run platform java org eclips ui intern face util run face util java org eclips jface util safe runnabl run safe runnabl java org eclips jface viewer viewer fire select viewer java org eclips jface viewer structur viewer updat select structur viewer java org eclips jface viewer structur viewer handl select structur viewer java org eclips jface viewer structur viewer widget select structur viewer java org eclips jface util open strategi fire select event open strategi java org eclips jface util open strategi access open strategi java org eclips jface util open strategi handl event open strategi java org eclips swt widget event tabl send event event tabl java org eclips swt widget widget send event widget java org eclips swt widget displai run defer event displai java org eclips swt widget displai read dispatch displai java org eclips jface window window run event loop window java org eclips jface window window open window java org eclips birt report design intern ui dialog base dialog open base dialog java org eclips birt report design ui action data set action edit data set data set action java org eclips birt report design ui action data set action run data set action java org eclips jface action action run event action java org eclips jface action action contribut item handl widget select action contribut item java org eclips jface action action contribut item access action contribut item java org eclips jface action action contribut item handl event action contribut item java org eclips swt widget event tabl send event event tabl java org eclips swt widget widget send event widget java org eclips swt widget displai run defer event displai java org eclips swt widget displai read dispatch displai java org eclips ui intern workbench run event loop workbench java org eclips ui intern workbench run ui workbench java org eclips ui intern workbench creat run workbench workbench java org eclips ui platform ui creat run workbench platform ui java org eclips ui intern id id applic run id applic java org eclips core intern runtim platform activ run platform activ java org eclips core runtim adaptor eclips starter run eclips starter java org eclips core runtim adaptor eclips starter run eclips starter java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java org eclips core launcher main invok framework main java org eclips core launcher main basic run main java org eclips core launcher main run main java org eclips core launcher main main main java test build
104197,1,type chart builder uncheck marker layout select tab marker visibl enabl panel uncheck marker visibl disabl result uncheck marker,type size chart builder won disabl uncheck marker visibl descript step reproduc drag chart layout view select seri attribut tab checkbox marker visibl uncheck won disabl enabl type size panel result uncheck marker visibl type size panel disabl expect result uncheck marker visibl type size panel disabl
103963,10,seri messag remind reproduc creat chart set doesn,data seri pop friendli error messag remind descript data seri pop friendli error messag remind step reproduc creat chart set data select column data preview result doesn friendli error messag
100964,9,design eclips claim support upcom eclips eclips june eclips continu,support eclips platform releas birt design work releas eclips platform releas develop birt birt depend eclips platform featur birt extens test claim support upcom eclips platform releas eclips platform releas made end june birt test support releas applic develop eclips util birt applic develop eclips birt continu support version import birt commerci product base eclips technolog
104450,1,background dataset set imag background correctli,plot background set data set bind lost step drag chart layout set data dataset seri seri set imag plot background click result data set bind lost expect result data set word correctli
104397,1,jdbc editor jdbc data set editor dev introduc browser show system schema final creat db set pane show empti system schema sy syscat previous build classicmodel schema shown preserv behavior,jdbc data set editor show empti system schema recent enhanc jdbc data set editor dev build introduc unintend side effect schema browser show empti system schema build queri regress final attach screenshot shown creat sampl db data set note item pane show larg number empti system schema app sy syscat previous final build classicmodel schema shown preserv behavior
104204,1,fail connect birt fail step data class jdbc driver jar design eclips org eclips oda birt birt click test connect succe connect fail dataset creat correctli preview,spm test connect fail connect birt derbi sampl db descript test connect fail connect birt derbi sampl db step reproduc data sourc driver class org apach derbi jdbc embed driver apach derbi embed driver databas url jdbc derbi jar spm test design eclips plugin org eclips birt report data oda sampledb db birt sampl jar birt sampl click test connect expect result connect succe result connect fail dataset creat correctli dataset preview succe
104578,1,label manag jdbc add restor button jdbc driver dialog pleas attach,german label truncat manag jdbc driver dialog german labl add restor button manag jdbc driver dialog truncat pleas check attach bitmap file detail
104248,6,axi type chart local axi date displai local,axi type chart dialog displai local languag axi type linear logarithm text date time displai local languag text found properti file
104599,8,page page reproduc nl kr creat page select korean,report properti comment page displai korean local report properti comment page displai korean local pleas check attach bitmap file detail reproduc start eclips nl ko kr option creat report open report properti select descript descript page displai select comment note descript comment word korean
103106,3,gener fop file bug thread eclips birt newsgroup run render task render option tailor fop option gener file fo command line error modifi fo transform space remov class remain fop fop test debug input debug fo input file test report debug mode debug directli option configur file default dump configur debug org xerc base directori fop info fop org parser format set transform implement error letter properti org fop properti defin error properti space implement properti implement error space properti org convers error implement info error org fop fop print run print starter org fop fop fop org flow block org apach fop flow block fop abstract flow abstract flow org fop flow dispatch fragment pars abstract run block flow format apach fop scan parser java,gener incompat fop file bug origin thread eclips birt newsgroup configur birt run render task fo render option option tailor fop option set true gener fo file test report fo convert pdf fop command line error occur hand modifi fo file remov text transform word space letter space tag file remov error class cast remain fop fop fop bat fo test report fo print debug input mode debug fo debug fo input file test report fo debug output mode debug print directli debug option debug user configur file default debug debug mode debug dump configur debug quiet mode info org apach xerc parser sax parser sax parser info base directori file fop fop info fop info org apach xerc parser sax parser sax parser info build format object tree info set font error properti text transform implement error error letter space properti org apach fop fo expr properti convers defin error properti word space implement error properti text transform implement error error letter space properti org apach fop fo expr properti convers defin error properti word space implement info error null org apach fop app fop org apach fop app print starter run print starter java org apach fop app fop main fop java java lang class cast org apach fop fo flow block layout block java org apach fop fo flow block layout block java org apach fop fo flow abstract flow layout abstract flow java org apach fop fo flow abstract flow layout abstract flow java org apach fop fo pagin page sequenc make page page sequenc java org apach fop fo pagin page sequenc format page sequenc java org apach fop app stream render render stream render java org apach fop fo fo tree builder end element fo tree builder java org apach xerc parser abstract sax parser end element unknown sourc org apach xerc impl xmln document scanner impl scan end element unknown sourc org apach xerc impl xml document fragment scanner impl fragment content dispatch dispatch unknown sourc org apach xerc impl xml document fragment scanner impl scan document unknown sourc org apach xerc parser dtd configur pars unknown sourc org apach xerc parser dtd configur pars unknown sourc org apach xerc parser xml parser pars unknown sourc org apach xerc parser abstract sax parser pars unknown sourc org apach fop app driver render driver java org apach fop app print starter run print starter java org apach fop app fop main fop java java lang class cast org apach fop fo flow block layout block java org apach fop fo flow block layout block java org apach fop fo flow abstract flow layout abstract flow java org apach fop fo flow abstract flow layout abstract flow java org apach fop fo pagin page sequenc make page page sequenc java org apach fop fo pagin page sequenc format page sequenc java org apach fop app stream render render stream render java org apach fop fo fo tree builder end element fo tree builder java org apach xerc parser abstract sax parser end element unknown sourc org apach xerc impl xmln document scanner impl scan end element unknown sourc org apach xerc impl xml document fragment scanner impl fragment content dispatch dispatch unknown sourc org apach xerc impl xml document fragment scanner impl scan document unknown sourc org apach xerc parser dtd configur pars unknown sourc org apach xerc parser dtd configur pars unknown sourc org apach xerc parser xml parser pars unknown sourc org apach xerc parser abstract sax parser pars unknown sourc org apach fop app driver render driver java org apach fop app print starter run print starter java org apach fop app fop main fop java
104630,1,connect step reproduc project explor view sourc driver class spmdb user root data sourc creat data set data set window select item sector data click expect result tabl icon column icon show result column don show,column icon don show connect derbi databas step reproduc project report data explor view data sourc connect derbi databas driver class ibm db jcc db driver databas url jdbc db spmdb gui user root password root set data sourc creat dataset edit data set data set window select queri avaiabl item sector expand data sourc click relat icon expect result tabl icon column icon show result column icon don show
104616,1,statement paramet set creat data sourc data set input queri account account id select creat paramet queri queri,sql statement paramet edit data set queri creat data sourc data set input queri select dbo account dbo account account id select paramet tab paramet creat delet paramet queri fail return queri tab
104239,1,ve text tag test error error html span span error error javascript,problem ve ad text item run problem tag format html var test error error report page error invalid javascript express null express null empti express null empti rom spec error format html string span style red format span error report page error invalid javascript express string miss statement miss statement
106250,68,pojo data pojo sourc design,pojo data sourc simpl pojo data sourc work rc longer work attach design attach
104627,1,caus long caus chart step reproduc line titl won chart chart extend render problem render chart string length string expect caus chart,long axi titl caus chart preview fail descript long axi titl caus chart preview fail step reproduc copi line text axi titl preview won return chart result error report page error chart null error error extend item render error time detail problem render chart extend item rb length string pass text layout constructor rb length string pass text layout constructor length string pass text layout constructor displai html page preview expect result long titl caus chart preview fail
105305,1,size complet chart displai screen,font size chart builder displai complet descript font size chart builder displai complet screen captur
104339,1,jdbc driver jar copi packag jar file manag driver linux ws jdbc jar copi file manag reproduc add driver result jar jdbc copi jdbc viewer,spm jdbc driver jar hasn copi viewer packag add driver jar file manag driver redhat linux ws descript jdbc driver jar hasn copi viewer packag add driver jar file manag driver step reproduc click manag driver add driver expect result jar file copi jdbc packag viewer packag result copi jdbc packag viewer packag
104757,1,illeg thrown sql statement reproduc data preview page delet sql preview page lang bound thrown expect result java lang index swt java swt swt error swt java org eclips error swt org swt custom style text set select rang style text java style text select style org birt report jdbc sql editor prepar sql set editor java birt jdbc data set editor sql set editor java eclips birt dialog abstract properti properti java report design ui properti dialog page dialog org design ui dialog abstract properti java eclips birt ui properti dialog jface viewer viewer java core intern intern platform run java eclips core platform run java eclips jface viewer fire select viewer eclips jface viewer viewer strategi event open strategi eclips tabl eclips event run java org ui birt java org swt platform java org activ eclips core sun method reflect org launcher main main main java,java lang illeg argument index bound thrown delet sql statement queri page descript step reproduc data set preview page queri page delet sql statement preview page result java lang illeg argument index bound thrown expect result thrown stack trace java lang illeg argument index bound org eclips swt swt error swt java org eclips swt swt error swt java org eclips swt swt error swt java org eclips swt custom style text set select rang style text java org eclips swt custom style text set select style text java org eclips birt report data oda jdbc ui editor sql data set editor page prepar ui sql data set editor page java org eclips birt report data oda jdbc ui editor sql data set editor page page activ sql data set editor page java org eclips birt report design ui dialog properti abstract properti dialog page abstract properti dialog java org eclips birt report design ui dialog properti abstract properti dialog select page abstract properti dialog java org eclips birt report design ui dialog properti abstract properti dialog ccess abstract properti dialog java org eclips birt report design ui dialog properti abstract properti dialog run abstract properti dialog java org eclips swt custom busi show busi java org eclips birt report design ui dialog properti abstract properti dialog select abstract properti dialog java org eclips jface viewer viewer run viewer java org eclips core intern runtim intern platform run intern platform java org eclips core runtim platform run platform java org eclips jface viewer viewer fire select viewer java org eclips jface viewer structur viewer updat select structur viewer java org eclips jface viewer structur viewer handl select structur viewer java org eclips jface viewer structur viewer widget select structur viewer java org eclips jface util open strategi fire select event open strategi java org eclips jface util open strategi access open strategi java org eclips jface util open strategi handl event open strategi java org eclips swt widget event tabl send event event tabl java org eclips swt widget widget send event widget java org eclips swt widget displai run defer event displai java org eclips swt widget displai read dispatch displai java org eclips jface window window run event loop window java org eclips jface window window open window java org eclips birt report design intern ui dialog base dialog open base dialog java org eclips birt report design ui action data set action edit data set data set action java org eclips birt report design ui action data set action run data set action java org eclips jface action action run event action java org eclips jface action action contribut item handl widget select action contribut item java org eclips jface action action contribut item access action contribut item java org eclips jface action action contribut item handl event action contribut item java org eclips swt widget event tabl send event event tabl java org eclips swt widget widget send event widget java org eclips swt widget displai run defer event displai java org eclips swt widget displai read dispatch displai java org eclips ui intern workbench run event loop workbench java org eclips ui intern workbench run ui workbench java org eclips ui intern workbench creat run workbench workbench java org eclips ui platform ui creat run workbench platform ui java org eclips ui intern id id applic run id applic java org eclips core intern runtim platform activ run platform activ java org eclips core runtim adaptor eclips starter run eclips starter java org eclips core runtim adaptor eclips starter run eclips starter java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java org eclips core launcher main basic run main java org eclips core launcher main run main java org eclips core launcher main main main java
105271,76,report report open report report,accept report open time detail report open time step tp reproduc report open time result open report design open
105277,1,nativ java data print org javascript nativ java object world script dataset open fetch string return fals,nativ java object return script data set print org mozilla javascript nativ java object world script dataset open packag world count fetch count row column string count return true return fals method return string
105129,1,correct context express eclips correct context menu ib express builder displai reproduc click mous editor label cut label editor label editor select displai context wrong eclips context menu displai,correct context menu express builder displai eclips detail correct context menu ib express builder displai step reproduc open express builder click mous result editor undo label editor redo label editor cut label editor copi label editor past label editor select label displai context menu context menu displai eclips wrong eclips expect result express context menu displai
103447,1,set chart data preview descript set chart data type friendli creat set axi data string expect result result chart,set string chart data type preview displai friendli descript set string chart data type preview displai friendli step reproduc creat chart set axi axi data type string preview expect result error messag result strang chart displai correctli
104182,1,linux filter displai filter button linux platform reproduc sourc set data set filter button queri set result filter button displai linux result filter displai,linux appli filter button displai complet descript appli filter button displai complet linux platform step reproduc creat data sourc data set edit data set appli filter button queri tab edit data set dialog result appli filter button displai complet linux platform expect result appli filter button displai complet
106272,46,incorrectli layout creat,chart selector dialog incorrectli parent eclips gef emo sdo sdk birt gtk debian linux report editor click chart palett click back layout add chart open chart selector dialog dialog modal eclips window parent linux interest effect dialog modal minim move eclips window front confus dialog creat parent
106989,1,illeg thrown set chart dispali thrown set chart dispali step set chart stack swt swt displai swt run run creat run core platform java adaptor impl method impl eclips launcher framework main run launcher swt org init birt ui draw eclips draw client area figur figur draw java client repair report run swt widget run async messag java,illeg argument thrown set chart dispali descript thrown set chart dispali step tor reproduc set chart displai result java lang illeg argument thrown stack trace org eclips swt swt fail execut runnabl java lang illeg argument argument valid org eclips swt swt error swt java org eclips swt swt error swt java org eclips swt widget synchron run async messag synchron java org eclips swt widget displai run async messag displai java org eclips swt widget displai read dispatch displai java org eclips ui intern workbench run event loop workbench java org eclips ui intern workbench run ui workbench java org eclips ui intern workbench creat run workbench workbench java org eclips ui platform ui creat run workbench platform ui java org eclips ui intern id id applic run id applic java org eclips core intern runtim platform activ run platform activ java org eclips core runtim adaptor eclips starter run eclips starter java org eclips core runtim adaptor eclips starter run eclips starter java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java org eclips core launcher main invok framework main java org eclips core launcher main basic run main java org eclips core launcher main run main java org eclips core launcher main main main java caus java lang illeg argument argument valid org eclips swt swt error swt java org eclips swt swt error swt java org eclips swt swt error swt java org eclips swt graphic imag data init imag data java org eclips swt graphic imag data init imag data java org eclips birt chart reportitem design represent paint client area design represent java org eclips draw figur paint figur java org eclips birt report design intern ui editor schemat editpart report design edit part paint children report design edit part java org eclips draw figur paint client area figur java org eclips draw figur paint figur java org eclips draw figur paint children figur java org eclips draw figur paint client area figur java org eclips draw figur paint figur java org eclips draw figur paint children figur java org eclips draw figur paint client area figur java org eclips draw figur paint figur java org eclips draw figur paint children figur java org eclips draw figur paint client area figur java org eclips draw scalabl freeform layer pane paint client area scalabl freeform layer pane java org eclips draw figur paint figur java org eclips draw figur paint children figur java org eclips draw figur paint client area figur java org eclips draw figur paint figur java org eclips draw figur paint children figur java org eclips draw figur paint client area figur java org eclips draw viewport paint client area viewport java org eclips draw figur paint figur java org eclips draw figur paint children figur java org eclips draw figur paint client area figur java org eclips draw figur paint figur java org eclips draw defer updat manag repair damag defer updat manag java org eclips draw defer updat manag perform updat defer updat manag java org eclips birt report design intern ui editor notif report deferr updat manag perform updat report defer updat manag java org eclips draw defer updat manag updat request run defer updat manag java org eclips swt widget runnabl lock run runnabl lock java org eclips swt widget synchron run async messag synchron java
