bugId,effectiveness,keywords,tokens
12772,48,support,support startup sequenc
11515,1,trim client inconsist client area comput return rectangl bound rectangl height tab folder line greater pixel calcul trim line inconsist patch fix correct bound,comput trim client area inconsist tab folder swt document desir client area comput trim return bound rectangl requir produc client area bound rectangl height account tab folder client area line greater row pixel calcul tab folder comput trim line inconsist affect patch fix workaround manual correct bound return comput trim
11935,4,pde manifest set focu combo head depend,ctrl tab pde editor depend page build step open plugin xml file open plugin manifest editor depend page set focu find combo box head depend statu press tab ctrl tab tab combo box backward tab shift tab
13826,1,issu tabl method org swt tabl remov item item end shuffl item remov item remov vector,perform issu tabl remov method org eclips swt widget tabl remov remov item begin vector remov item end vector shuffl item remov top rest item remov vector
14047,1,style ineffici redraw build line word wrap result redraw area redraw visibl line case reproduc add line style text paint redraw system count line paint paint render render height,style text ineffici redraw text word wrap build append line style text word wrap mode result redraw client area maximum redraw visibl line run test case reproduc add line style text perform paint redraw occur system println line count line count paint paint render height render height
14528,1,label size comput return big swt default text defaut text line import eclips org eclips import swt import org swt import org event select import org public class explor line hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhh displai displai displai swt wrap swt border label set line line nline label comput default swt default point comput swt shell bound size system println label set bound size size label println shell println displai,problem label comput size show comput size return size big fit text swt default show text swt defaut part text cut run line show import org eclips swt widget import org eclips swt layout import org eclips swt import org eclips swt event import org eclips swt event select listen import org eclips swt graphic point public class explor public static void main string arg string line hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhh hb displai displai displai shell shell shell displai label label label shell swt wrap swt border label set text line line nline nline point size label comput size swt default swt default point size label comput size swt default shell set bound size size system println shell shell bound label set bound size size system println label label bound shell open system println shell shell bound system println label label bound shell dispos displai read dispatch displai sleep
14813,2,cast creat order class creat dialog,class cast creat run configur order run debug class creat configur click configur dialog workbench termin class cast
11587,1,bidi java editor issu problem found eclips build interfac issu categori set keyboard bad posit caret visual feedback condit appli editor set keyboard languag oper case keyboard languag set remov del keyboard languag set charact arrow remov charact keyboard charact left arrow word left arrow languag charact word caret number posit type caret type charact empti line displai fed note type number caret correctli side enter start line abcxyz put cursor type displai abc dxyz defghi put side leftmost side enter rule charact skip left arrow note side ltr left side segment side charact side rtl segment line def mno xyz onm jxyz start home press rule left left side stand stand left arrow rule case caret line abc ghi jkl mno xyz displai put caret press backspac remov caret stand correct press correct stand left stand case caret press press remov correct stand left stand left case caret press remov stand correct backspac stand del press del locat charact abc def abc gfe dhi onm lk put caret correct caret left stand left case put caret del remov caret stand stand caret press stand del caret stand previou previou word ctrl left arrow caret abc jkl mno pqr stu displai ihg pqr stu ctrl arrow repeatedli stop left left start practic transit ltr word rtl boundari condit posit remot logic line abcxyz abcxyz type abc de dxyz stand left charact delet del visual remot boundari condit user boundari condit caret color layout widget displai caret boundari,bidi java editor text editor user interfac issu problem found eclips build user interfac issu ui issu divid categori set keyboard languag bad posit caret visual feedback boundari condit appli java text editor set keyboard languag oper number case keyboard languag set remov charact del keyboard languag set remov charact skip charact left arrow remov charact backspac keyboard languag set remov charact skip charact left arrow skip previou word ctrl left arrow keyboard languag set charact word bad caret posit oper number case caret posit type data rule type charact caret adjac type charact empti line type def displai correctli fed note type number caret displai correctli side digit enter start line abcxyz put cursor type def displai abc fe dxyz caret behav good start line defghi displai correctli ihgf put caret type caret behav left side leftmost digit side digit enter arrow rule press left arrow caret adjac charact skip arrow left arrow note side charact ltr segment left side charact rtl segment left side charact ltr segment side charact rtl segment start line abc def ghi jkl mno xyz displai abc gfe dhi onm lk jxyz start home posit press arrow repeatedli rule skip caret stand left side stand left side skip caret stand side stand side note left arrow conform rule case backspac rule press backspac caret stand locat remov charact start line abc def ghi jkl mno xyz displai abc gfe dhi onm lk jxyz case put caret press backspac remov caret stand left correct press backspac remov correct caret stand left stand case put caret press backspac remov caret stand left correct press backspac remov correct caret stand left stand left case put caret press backspac remov caret stand correct press backspac remov correct caret stand stand del rule press del caret stand locat remov charact start line abc def ghi jkl mno xyz displai abc gfe dhi onm lk jxyz case put caret press del remov correct caret stand left stand left case put caret press del remov correct caret stand stand case put caret press del remov caret stand correct press del remov correct caret stand stand left previou word rule skip previou word ctrl left arrow caret preced logic charact word start line abc def ghi jkl mno pqr stu displai abc def onm lkj ihg pqr stu start left press ctrl arrow repeatedli caret stop left left left start press ctrl left repeatedli caret stop posit revers order practic ctrl left behav requir ctrl misbehav transit ltr word rtl word stop left visual feedback boundari condit caret posit remot logic charact visual line abcxyz displai abcxyz put caret type def data abc de fxyz displai abc fe dxyz caret stand left logic charact delet press del visual remot caret posit call boundari condit user boundari condit shape caret color blink rate method java layout text widget displai caret boundari condit
12811,1,tabl column don call tabl column prefer column fulli code import swt swt widget import eclips public class pr public static void main string arg shell set tabl tabl tabl tabl line true header visibl true item item tabl column column column set column pack dispos displai read displai dispos,tabl column don pack properli build call pack tabl column column pack smaller prefer size label column header fulli occur window sampl code import org eclips swt import org eclips swt widget import org eclips swt layout public class pr public static void main string arg displai displai displai shell shell shell displai shell set layout grid layout tabl tabl tabl shell swt multi tabl set line visibl true tabl set header visibl true int tabl item item tabl item tabl tabl column column tabl column tabl column set text column column pack shell pack shell open shell dispos displai read dispatch displai sleep displai dispos
12952,11,text text type insert text effect recommend,alt char insert text build text file type alt insert text alt combin insert menu mnemon acceler effect mnemon acceler recommend alt combin acceler
14880,1,column resiz chees build run start column move column resiz vertic line pixel column grid line isn resiz pixel note column resiz grid line column somewher,column resiz problem chees build run test case start column resiz move column resiz black vertic line pixel column column grid line releas mous observ column isn resiz resiz lead pixel wider resiz eras relat note releas mous column resiz directli column grid line column resiz smaller somewher
13725,1,revert slower start org style org repositori end line dirti point machin file repeat replac content odd,revert slower close open java editor start open editor file org eclips swt custom style text java sourc folder eclips swt custom widget project org eclips swt open sourc repositori select end line hit space charact file mark dirti point fast machin home perform step click close box editor tab answer save dialog doubl click file navig open repeat step select revert pop menu editor replac content window origin odd revert file content close open file
15115,1,remov column broken emul tabl knut interact remov column complet broken singl lead irrevers state visual ad becaus step remov column column index width move column column width bug treetabl eclips widget tabl file home eclips org eclips emul treetabl org widget java revis diff tabl java eclips swt emul org eclips tabl emul swt tabl int column column move move index column redraw header redraw,remov column broken emul tabl knut plai tabl interact test morn test remov column remov column complet broken remov singl column lead tabl irrevers bad state lost chees problem method remov column visual tabl ad index column shift bug becaus step column remov remov vector line move column column index column width move column column index column width fix bug patch index eclips swt emul treetabl org eclips swt widget tabl java rc file home eclips org eclips swt eclips swt emul treetabl org eclips swt widget tabl java retriev revis diff tabl java eclips swt emul treetabl org eclips swt widget tabl java eclips swt emul treetabl org eclips swt widget tabl java int column width column width move column left move column column index column width move column column index column width redraw header redraw
14935,1,widget build error failur eclips relat tabl remov int tabl item imag bound,emul widget test fail linux build number unexpect error failur run org eclips swt test junit emul widget test relat tabl remov int tabl item imag bound rest inherit test widget control run test
15208,1,text text poorli document build text listen incomplet doc user text implementor style implementor text apropri listen text listen style document text add listen replac set incomplet method mention method event listen mention explicitli,style text text mechan poorli document build text listen doc incomplet mislead class doc intend user style text widget implementor style text content mislead becaus implementor style text content invok apropri listen method text listen implement user style text text text set method document doc style text content add text listen replac text rang set text incomplet method mention method text event pretti obviou text listen mention explicitli
12360,1,doit hook travers listen set doit fals turn linux tab parent control composit shell doit turn default run sampl click add button hit consol click enter keyboard motif hit print org eclips import import eclips layout swt doit static main string displai displai final shell shell shell set shell swt tab layout folder add kei event fals add tab swt add listen select set,travers event doit doesn turn tab folder build descript hook travers listen control tab folder set doit fals turn default behaviour window linux behaviour found tab folder recurs parent control control built composit directli shell set doit fals turn default behaviour behaviour run sampl code click add button hit print consol click combo hit enter keyboard window motif hit print import org eclips swt widget import org eclips swt import org eclips swt layout import org eclips swt event public class doit bug public static void main string arg final displai displai displai final shell shell shell displai shell set layout fill layout tab folder tab folder tab folder shell swt null tab folder set layout grid layout combo margin combo tab folder swt margin add travers listen travers listen public void kei travers travers event event event detail swt travers return event doit fals button add button tab folder swt push add set text add add add select listen select adapt public void widget select select event system println hit shell set size shell open shell dispos displai read dispatch displai sleep
15686,5,content text text select text check show text,copi content format clipboard regist build run org eclips swt texteditor text editor type text select text copi clipboard past text notepad work rtf text clipboard wordpad check clipboard format edit past special rtf show put rtf unformat text clipboard work swt build broken build
15637,1,imag eclips folloiwng add header note suppli column heaer size similarli remov public static displai imag scrapbook class stream displai set fill final tabl tabl header true tabl column column tabl swt text tabl column tabl swt column column column column tabl column set column tabl tabl item column pack column pack column pack swt set select listen select public widget select imag column imag column set imag imag els column imag null dispatch imag dispos displai dispos,chees tabl set column imag eclips linux motif run folloiwng add imag header chees note suppli imag bigger column heaer size similarli remov imag public static void main string arg displai displai displai final imag imag imag displai scrapbook class resourc stream imag bmp shell shell shell displai shell set layout fill layout final tabl tabl tabl shell swt border tabl set header visibl true final tabl column column tabl column tabl swt column set text column final tabl column column tabl column tabl swt column set text column final tabl column column tabl column tabl swt column set text column int tabl item item tabl item tabl swt item set text item column pack column pack column pack button button shell swt push set text imag add select listen select adapt public void widget select select event imag imag column imag imag null column set imag imag els column set imag null shell open shell dispos displai read dispatch displai sleep imag dispos displai dispos
15643,1,tabl font window chees small static void arg displai displai set layout layout tabl tabl tabl swt border header visibl font font font data height font set height final font font final column tabl tabl column text column column column column swt column set text column final tabl swt set text int item item tabl text item column tabl set font displai displai sleep font dispos dispos,chees tabl font eclips window run note chees header thing set small font public static void main string arg displai displai displai shell shell shell displai shell set layout fill layout final tabl tabl tabl shell swt border tabl set header visibl true font data font data tabl font font data font data set height font data set height final font larg font font displai font data final tabl column column tabl column tabl swt column set text column final tabl column column tabl column tabl swt column set text column final tabl column column tabl column tabl swt column set text column int tabl item item tabl item tabl swt item set text item column pack column pack column pack shell open tabl set font larg font shell dispos displai read dispatch displai sleep larg font dispos displai dispos
15705,1,tab text disappear true color focu text isn problem,editor focu tab text disappear win larg font set true color bit strang editor tab focu file start letter disappear editor select tab make text visibl true file isn textcolor backgroundcolor problem
15868,1,style text doubl made eclips scroll remain flashi put back check,style text put back doubl buffer made eclips improv scroll type remain flashi due unnecessari style set put doubl buffer back instanc felip check perform gave
15224,2,return file pocket dialog open path file pc testcas dialog list open method return null cut import fill org eclips widget public swt public static void argument file dialog public void displai displai displai set fill file dialog dialog dialog swt save dialog set save file titl dialog system result,file dialog return file select pocket pc file dialog open method return path select file pocket pc run testcas type bob txt field dialog select folder list press open method return null bob txt cut import org eclips swt swt import org eclips swt layout fill layout import org eclips swt widget public class test swt file dialog public static void main string argument test swt file dialog run public void run displai displai displai shell shell shell displai shell set text class shell set layout fill layout file dialog dialog file dialog shell swt save dialog set text save file titl string result dialog open system println result chosen cut
12398,1,access problem win launch view kei work tool frame content frame view,access problem win launch view tab kei click live area start work banner tool button nav frame content frame start view navig keyboard
15172,2,focu open type dialog motif open type checkbox focu haven touch long,focu text field open type dialog linux motif open type dialog show type hierarchi checkbox focu text field haven touch open type dialog long time
15989,1,coolbar ad item run attach case move coolitem coolitem row add linux,coolbar walkback ad item run attach test case move script coolitem launch coolitem row row press add button walkback linux
15513,1,combo set text combo set tooltip text implement combo text set text arrow text,combo set tooltip text doesn work combo set tooltip text doesn work implement combo set tooltip text string text text set tooltip text text arrow set tooltip text text
15466,1,blit arrai version swt arrai index bound creat larg data testcas version ship case swt org eclips data swt palett data org swt rgb import org swt displai public class test public static void swt imag data imag imag catch arrai index bound arrai index imag print trace system finish palett rgb rgb rgb rgb return palett temp catch return null output swt arrai index bound imag java arrai index stack java lang throwabl arrai index ljava org bzz org eclips imag lorg eclips devic lorg swt eclips swt imag swt swt data imag devic lorg eclips imag swt swt finish,imag data blit throw arrai index bound run version swt arrai index bound creat imag larg imag data testcas pass run version swt ship eclips test case import org eclips swt graphic imag import org eclips swt graphic imag data import org eclips swt graphic palett data import org eclips swt graphic rgb import org eclips swt widget displai public class swt test case public static void main string arg swt test case swt test case imag data imag data creat palett imag imag displai default catch arrai index bound system println arrai index bound case imag constructor print stack trace system println finish privat palett data creat palett rgb temp rgb rgb rgb return palett data temp rgb catch system println return null output version swt arrai index bound case imag constructor java lang arrai index bound stack trace java lang throwabl init java lang throwabl init ljava lang string java lang arrai index bound init ljava lang string org eclips swt graphic imag data blit biiiiiii bi bi biiiiiii bzz org eclips swt graphic imag init lorg eclips swt graphic devic lorg eclips swt graphic imag lorg ec lips swt graphic imag data org eclips swt graphic imag init lorg eclips swt graphic devic lorg eclips swt graphic imag data org eclips swt graphic imag init lorg eclips swt graphic devic lorg eclips swt graphic imag data swt test case main ljava lang string finish output swt finish
16245,1,tooltip arrow tabfold full arrow tooltip tab folder show stai move insid toolbar,tab folder tooltip arrow tabfold move full page arrow kei tooltip tab folder show stai move insid tab area toolbar
11516,1,view comput form requir bound rectangl client area comput overridden control area overrid comput affect depend,view form overrid comput trim view form implement calcul requir bound rectangl desir client area comput trim overridden gener control client area implement overrid comput trim affect fix minimum dimens calcul depend comput trim correctli account trim
16458,1,gdk event null gdk assert,free gdk event pointer null control print warn gdk event free assert event null fail
16576,1,acc list aren real ms inspect identfi role list item filter tabl compon similar editor compon tabl enabl state,acc checkbox list real checkbox option list checkbox aren real checkbox ms inspect identfi role list item checkbox filter list page tabl compon column cell editor checkbox cell editor similar task list view complet column cell editor checkbox cell editor checkbox cell editor implement add real checkbox compon tabl icon enabl disabl state
16995,1,hover creat shell tooltip main loos tooltip,hover creat top shell tooltip shell creat show tooltip top style caus main window loos focu tooltip shown
17832,1,clip file outog select file java sourc hand side sourc clip teh width,vertic scrollbar clip eclips synchron file outog select file java sourc compar visibil scrollbar hand side java sourc compar clip swt wrong answer width teh scrollbar java sourc compar guess width
17305,1,page gtk creat java editor search observ clip window,search dialog java page clip suse kde gtk creat java file open editor open search dialog observ dialog clip work window motif
17802,1,sash effect gtk kde gtk swt click drag mous draw releas properli couldn find sash confirm problem,move sash requir extra click effect build redhat gtk kde gtk swt control sash tab click sash drag mous releas doesn draw sash grai bar releas click sash resiz refresh properli couldn find sash eclips confirm problem
17632,1,color updat suse kde gtk prefer editor prefer dialog color list bottom entri color doesn motif window,color button doesn updat suse kde gtk open prefer editor resiz prefer dialog color list bottom fulli visibl select entri color list observ buttom doesn icon work motif window
17932,1,item row remov build car coolbartest bar icon test java window drag item row item drag extra row,emul coolbar resiz item row remov build run car coolbar car coolbartest cool bar icon test java resiz window bigger drag item row remov item index item drag coolbar resiz extra row empti remov item
16200,6,tracker chees,tracker leav chees
16549,1,tab tab notebook keyboard step tab window tab tab hit arrow tab tab tab hit arrow,navig tab notebook keyboard linux motif switch tab tab notebook keyboard work window step open tab notebook window tab focu tab hit arrow tab open tab notebook linux motif tab focu tab hit arrow
16775,1,show item fail built tabl tree item call null expand call item level result set select call item success level gradual tree tabl tabl composit swt tabl tabl tree tree swt set tabl item tabl item set tabl tree item tabl tree swt child set child show child child unexpand illeg argument argument org eclips swt swt error error swt java org eclips widget widget widget java org swt tabl widget tabl select tabl java org set select tabl tree machin,tabl tree set select show item fail deepli nest item built tabl tree nest tabl tree item close tree call show item innermost child null argument child null don expand tree call show item level child item result set select call show item success higher level lower level item gradual open tree produc tabl tree tree tabl tree composit swt full select tabl tree item root tabl tree item tree swt root set text root tabl tree item child tabl tree item root swt child set text child tabl tree item child tabl tree item child swt child set text child child null tree show item child rais child unexpand java lang illeg argument argument null org eclips swt swt error swt java org eclips swt swt error swt java org eclips swt widget widget error widget java org eclips swt widget tabl index tabl java org eclips swt widget tabl set select tabl java org eclips swt custom tabl tree set select tabl tree java swt eclips build window machin
17497,1,file dialog open bottom user select file print path user press return file open return full path opt portion rt jar inconsist bad becaus file function classpath page properli import swt widget file full string arg dialog dialog shell string system open,file dialog open return wrong result snippet bottom open file dialog leav user select file print path select file user press result return file dialog open invoc platform hpux return full path opt eclips jre lib rt jar hpux portion answer rt jar inconsist bad becaus prevent file select function java classpath variabl prefer page work properli import org eclips swt widget public class file dialog full path public static void main string arg file dialog dialog file dialog shell string result dialog open system println open result result
17022,1,layout code,swt layout miss window titl start swt layout click code window titl
16828,1,window bottom tab tab move mous tab bottom folder,tab folder flash tooltip window cursor bottom edg tab folder tab tooltip mous enter tooltip leav tab folder tooltip close repeat move mous note problem tab bottom folder
17637,1,overview suse gtk open file apper set vertic clip,resiz problem diabl overview ruler editor suse kde gtk open java file disabl editor apper set observ vertic scrollbar clip
17375,1,chees scrapbook ruler bulid su se creat scrapbook ruler show ruler strai widget remov,chees java scrapbook page ruler bulid su se creat java scrapbook page open click scrapbook page editor ruler tini squar show ruler mous complet sort strai widget disappear focu remov ruler doesn linux motif win
17917,1,shift tab gtk tab shift tab indent shift work gtk,shift tab work linux gtk java editor tab shift tab indent left shift tab work gtk work linux motif
16553,5,swt awt panel properli build composit composit composit set grid horizont vertic final awt panel swt awt panel composit log session sun microsystem loader win win zh cn win win instal file java dev org jdt ui ic messag intern error stack debug debug jdi org intern connect packet manag repli intern packet receiv manag packet manag org mirror org jdi mirror org jdi impl type impl signatur org refer type jdt core jdi org jdt model model present eclips ui model present variabl jdi present org eclips intern ui jdi jdi model present present lazi model org deleg present java jface viewer viewer item tree java org jface viewer abstract viewer updat abstract viewer structur viewer viewer java org jface tree creat abstract java eclips jface viewer viewer viewer abstract viewer abstract eclips jface viewer abstract tree expand abstract viewer eclips swt type listen handl event listen widget event event java org swt event java org swt java eclips control java org eclips swt composit org swt control window proc org swt displai window displai win os window org swt win os window os org swt widget tree call window org control window java org window win os dispatch win dispatch messag java widget dispatch displai org workbench run event org ui workbench run workbench boot intern loader run intern boot loader java core loader reflect invok org eclips launcher main basic run core launcher run main org core launcher main main java thx,swt awt panel work piec code work properli build xx public final void creat part control composit composit composit composit set layout data grid data grid data fill horizont grid data fill vertic final java awt panel ilogpanel swt awt panel composit work build log session java version java vendor sun microsystem boot loader constant os win arch ws win nl zh cn command line argument os win ws win arch featur org eclips platform instal file java dev eclips entri org eclips jdt debug ui ia ic messag intern error stack org eclips debug core debug org eclips jdi timeout org eclips jdi intern connect packet receiv manag repli packet receiv manag java org eclips jdi intern connect packet receiv manag repli packet receiv manag java org eclips jdi intern mirror impl request vm mirror impl java org eclips jdi intern mirror impl request vm mirror impl java org eclips jdi intern mirror impl request vm mirror impl java org eclips jdi intern refer type impl signatur refer type impl java org eclips jdi intern refer type impl refer type impl java org eclips jdt intern debug core model jdi refer type jdi java org eclips jdt intern debug ui jdi model present text jdi model present java org eclips jdt intern debug ui jdi model present variabl text jdi model present java org eclips jdt intern debug ui jdi model present text jdi model present java org eclips debug intern ui lazi model present text lazi model present java org eclips debug intern ui deleg model present text deleg model present java org eclips jface viewer tree viewer updat item tree viewer java org eclips jface viewer abstract tree viewer updat item abstract tree viewer java org eclips jface viewer structur viewer updat item structur viewer java org eclips jface viewer abstract tree viewer creat tree item abstract tree viewer java org eclips jface viewer abstract tree viewer creat children abstract tree viewer java org eclips jface viewer abstract tree viewer handl tree expand abstract tree viewer java org eclips jface viewer abstract tree viewer tree expand abstract tree viewer java org eclips swt widget type listen handl event type listen java org eclips swt widget event tabl send event event tabl java org eclips swt widget widget send event widget java org eclips swt widget tree wm notifi child tree java org eclips swt widget control wm notifi control java org eclips swt widget composit wm notifi composit java org eclips swt widget control window proc control java org eclips swt widget displai window proc displai java org eclips swt intern win os call window proc nativ method org eclips swt intern win os call window proc os java org eclips swt widget tree call window proc tree java org eclips swt widget tree wm lbuttondown tree java org eclips swt widget control window proc control java org eclips swt widget displai window proc displai java org eclips swt intern win os dispatch messag nativ method org eclips swt intern win os dispatch messag os java org eclips swt widget displai read dispatch displai java org eclips ui intern workbench run event loop workbench java org eclips ui intern workbench run workbench java org eclips core intern boot intern boot loader run intern boot loader java org eclips core boot boot loader run boot loader java java lang reflect method invok nativ method org eclips core launcher main basic run main java org eclips core launcher main run main java org eclips core launcher main main main java thx advanc
16791,3,select check build gtk window instal jr check respond plai notic select check,select check box build linux gtk window prefer java instal jr es jr es defin click check box note don respond plai bit notic select check box click
16174,1,menu java sourc packag hierarchi menu pop wrong time fix,wrong popup menu randomli edit java sourc eclips click packag view hierarchi view menu pop wrong time bring fix problem
16688,1,select background run eclips widget color affect time run shutdown netscap color,select background emul widget wrong build run eclips aix select back tree widget wrong red color affect netscap time run shutdown netscap color
17228,1,tree select linux gtk java brows apach javax popul click org apach html javax parser dom select time invis doesn,weird tree select behaviour linux gtk open java brows perspect click org apach xerc click javax xml parser observ type popul click org apach html dom observ javax xml parser org apach html dom select reproduc time invis multi select doesn
18229,1,analyz analyz swt anim gif anim close,walkback close imag analyz build win open imag analyz swt load anim gif hit anim close window walkback
17354,1,doubl expand item load doubl packag junit observ packag platform expand node,doubl click expand collaps item suse kde gtk load unit doubl click packag junit framework observ packag expand collaps platform expand node
17831,1,chevron displai rh linux attach slide launch cool chevron show press button button restor coolbar step displai fulli expos,coolbar chevron displai build rh linux motif run attach test case slide launch cool item chevron tool show press switch button press switch button restor coolbar step notic chevron longer displai coolitem fulli expos
17825,4,control text,control text beep choos swt multi
17290,1,wrong enabl button suse gtk foo method paramet refactor menu observ move press observ move,modifi method paramet wrong enabl button suse kde gtk creat method foo int select outlin execut modifi method paramet refactor menu observ move disabl press press back observ move enabl
17289,2,focu add repositori focu tab focu repositori focu focu,combo doesn focu click photon open add cv repositori dialog focu caret combo host press tab focu combo repositori path click combo focu anymor drop combo list focu
16810,1,pointer build case photon pointer resiz drag item correct switch editor paint pointer updat,mous pointer updat build case photon mous pointer updat correct resiz drag case reproduc mous gripper cool item pointer replac move correct switch editor paint oper mous coolitem gripper cursor updat paint pointer remain stop gripper pointer updat
16837,1,kei complet lost point pde photon point anymor shortcut,kei complet lost point pde test scenario photon point type editor anymor java editor pde editor restart eclips shortcut work
16883,21,line exist ad static void,variabl sort unexpectedli debug program breakpoint line foo variabl view variabl test perform step variabl view variabl test perform step variabl view variabl test order exist variabl shouldn variabl ad public class variabl test public static void main string arg variabl test foo privat void foo int breakpoint int system println grah
