bugId,effectiveness,text,keywords
31460,1,weav class loader discuss mail list dai ago implement weav class loader enabl bytecod base weav class load time class loader base url class loader url class loader addit add aspect weav loader aspect woven class load test case class loader aren implement implement contribut martin,discuss list dai base base url
32239,1,dump assembl code object arg bcel render java,render
32421,1,resolv nest public interfac caus bug file transact test java import execut monitor public class transact test static transact transact privat void assert commit transact count method execut commit static aspect monitor test declar parent transact implement execut monitor monitor item class transact file execut monitor aj packag public aspect execut monitor public interfac monitor item int count string event type string event public int monitor item count string event type string event return sampl compil devel ajc transact test java execut monitor aj bind type execut monitor monitor item devel transact test java method count java lang string java lang string undefin type transact transact count method execut commit error,resolv bug test import privat parent implement monitor packag int type int item devel aj bind type execut type count execut
32463,1,ajc report error encount static declar nest class version aspect compil beta ajc compil issu spuriou error messag exit neg error code weav code static declar nest class compil write classfil correctli neg exit statu caus problem ajc compil adapt ant reproduc extract file empti directori file aj aspect pointcut test test pointcut call handl order test call handl order object call handl order return dummi insert aspect end file aj file test java public class test comment static declar make work static class static nest class public static void main string arg system println test handl order test privat string handl order string return end test java compil file ajc sourceroot verbos output compil aspectj doc bug aj compil aspectj doc bug test java weav weav unwoven class file null test static nest class unwoven class file null unwoven class file null test world true wrote class file aspectj doc bug class find type test wrote class file aspectj doc bug test static nest class class wrote class file aspectj doc bug test class error,static declar compil issu spuriou error exit neg code static declar write classfil caus problem adapt extract aspect pointcut test pointcut handl object call handl aspect file test static declar work static class static public static void system handl order end compil aj bug test null static nest null unwoven world find type test class aspectj wrote file bug
34951,1,npe compil aspectjrt jar compil spacewar aspectjrt jar classpath caus npe expect error messag aspectjrt jar requir step reproduc instal latest cd doc java jar lib aspectjtool jar verbos spacewar debug lst result npe attach log,npe compil jar compil classpath caus expect error messag aspectjrt cd doc jar aspectjtool result
36046,1,inter type declar bug abstract class error occur inter type declar interfac declar parent make abstract base class implement declar method fail make base class concret doesn fail code demonstr error run java driver java lang abstract method error deriv execut ljava lang string driver main driver java thread main public class driver public static void main string arg deriv gener deriv system println gener execut process event static aspect monitor base declar parent base implement execut monitor monitor item class deriv extend base public string return null abstract class base abstract public string aspect execut monitor marker interfac execut monitor track call execut class public interfac monitor item int execut string method map event mutabl integ public int monitor item execut string method return,type bug class inter type interfac declar make implement method make class doesn fail demonstr java java lang method deriv main driver java public gener println gener base implement monitor public null abstract public string marker interfac interfac monitor int string method map mutabl monitor string method
36234,1,memori error compil memori error compil ajc rc descript point direct output addit inform code base medium size classfil remov aspect receiv error run command line ajc classpath sourceroot,inform medium aspect receiv error run command line
36430,2,support xreweav option,support xreweav option
36564,2,intern compil error eclips aspect intern error join point static part advic call joinpoit sourc join point fine java lang null pointer org eclips jdt intern compil ast messag send analys code messag send java org eclips jdt intern compil ast messag send analys code messag send java org eclips jdt intern compil ast abstract method declar analys code abstract method declar java org eclips jdt intern compil ast type declar analys code type declar java org eclips jdt intern compil ast compil unit declar analys code compil unit declar java org eclips jdt intern compil compil process compil java org aspectj ajdt intern compil aj compil process aj compil java org eclips jdt intern compil compil compil compil java org eclips jdt intern core builder abstract imag builder compil abstract imag builder java org eclips jdt intern core builder abstract imag builder compil abstract imag builder java org aspectj ajdt intern core builder aj build manag batch builder run aj build manag java org aspectj ajdt intern core builder aj build manag batch build aj build manag java org aspectj ajd intern compil adapt compil compil adapt java org aspectj ajd intern aspect build manag compil thread run aspect build manag java java aspect bug src compil sourc packag compil import java io author websterm gener comment window prefer java code gener code comment public class test public static void main string arg throw file input stream file input stream test creat apr gener comment window prefer java code gener code comment packag compil import java io import org aspectj lang author websterm gener comment window prefer java code gener code comment public aspect pointcut method call java io throw io object throw io method object obj proce system println join point static part return obj,error intern join point part advic joinpoit sourc join point send messag send jdt send messag send jdt declar analys method declar type unit unit declar jdt intern imag abstract imag ajdt batch run intern manag adapt adapt manag bug method method obj proce system join point part return obj
36803,1,bc thrown aspect rc iajc expect state resolv concret iajc expect state resolv concret iajc org aspectj weaver bc expect state resolv concret iajc org aspectj weaver pattern pointcut assert state pointcut java iajc org aspectj weaver pattern pointcut concret pointcut java iajc org aspectj weaver pattern cflow pointcut concret cflow pointcut java iajc org aspectj weaver pattern pointcut concret pointcut java iajc org aspectj weaver pattern pointcut concret pointcut java iajc org aspectj weaver pattern refer pointcut concret refer pointcut java iajc org aspectj weaver pattern pointcut concret pointcut java iajc org aspectj weaver pattern refer pointcut concret refer pointcut java iajc org aspectj weaver pattern pointcut concret pointcut java iajc org aspectj weaver pattern pointcut concret pointcut java iajc org aspectj weaver advic concret advic java iajc org aspectj weaver crosscut member add shadow munger crosscut member java iajc org aspectj weaver crosscut member add shadow munger crosscut member java iajc org aspectj weaver resolv type collect crosscut member resolv type java iajc org aspectj weaver crosscut member set add replac aspect crosscut member set java iajc org aspectj weaver bcel bcel weaver prepar weav bcel weaver java iajc org aspectj weaver bcel bcel weaver weav bcel weaver java iajc org aspectj ajdt intern core builder aj build manag weav gener class file aj build manag java iajc org aspectj ajdt intern core builder aj build manag batch build aj build manag java iajc org aspectj ajdt ajc ajdt command run command ajdt command java iajc org aspectj tool ajc main run main java iajc org aspectj tool ajc main run main main java iajc org aspectj tool ant taskdef ajc task execut ajc task java iajc org apach tool ant unknown element execut unknown element java iajc org apach tool ant task perform task java iajc org apach tool ant target execut target java iajc org apach tool ant target perform task target java iajc org apach tool ant project execut target project java iajc org apach tool ant project execut target project java iajc org apach tool ant main run build main java iajc org apach tool ant main start main java iajc org apach tool ant main main main java,aspect iajc expect state resolv iajc state concret aspectj expect concret iajc aspectj pattern pointcut state pointcut iajc weaver pointcut concret pointcut iajc aspectj pattern cflow pointcut concret cflow aspectj weaver pattern pointcut concret pointcut iajc pattern concret pointcut aspectj pattern refer pointcut concret refer iajc weaver aspectj type member member set member set iajc intern java aj ajc aspectj run iajc run task iajc ant task ant target iajc iajc build
37739,1,unexpect xlint unresolv member warn withincod code produc xlint unresolv member warn class class type string class class public void test public void test test aspect void call void test withincod void test proce warn text warn java resolv member void catch java lang class found xlint unresolv member line line aspect withincod comment aspect warn comment default constructor string class warn reproduc rc rc,unexpect code member type test test call test proce resolv member line default constructor
38131,4,ajc option correctli compil class subpackag,option compil class
38717,1,lst file pars error includ sourcelin inform check bug add erron line lst file compil ajd error messag return project specif specif lst file error origin messag sourc locat,file pars error add file compil error messag specif
38824,1,anomal handl inter type declar abstract base class aspectj version aspectj handl correctli inter type declar abstract base class pattern present code suppos interfac interfac interfac interfac interfac interfac extend interfac interfac method declar suppos aspect concretis aspect inter type declar default implement interfac method inherit suppos class hierarchi eman abstract class base class aspect base class aspect declar base class implement interfac aspect base class aspect declar parent base class implement interfac compil iajc complain offspr base class implement abstract method interfac interfac interfac base class abstract occur version aspectj,handl inter version handl correctli inter type declar abstract base class present code interfac extend interfac method declar suppos aspect concretis aspect inter type declar method inherit class eman abstract class class base class aspect declar class base class interfac compil complain base class method interfac interfac class abstract version
39436,5,task summari shown statu line build task view show summari number task error warn info statu line miss rework view,line summari number view
39626,1,compil error compil buggi class aspect eclips time develop stack trace wrap eclips gui compil java file huge amount syntax error miss variabl problem fix issu comnpil unfortunatli detail inform becaus error pop randomli disappear bug fix time permiss creat accur sampl java lang null pointer java lang string init string java org aspectj ajdt intern core builder asm builder visit asm builder java org aspectj ajdt intern core builder asm builder visit asm builder java org eclips jdt intern compil ast anonym local type declar travers anonym local type declar java org eclips jdt intern compil ast qualifi alloc express travers qualifi alloc express java org eclips jdt intern compil ast messag send travers messag send java org eclips jdt intern compil ast block travers block java org eclips jdt intern compil ast statement travers statement java org eclips jdt intern compil ast method declar travers method declar java org eclips jdt intern compil ast type declar travers type declar java org eclips jdt intern compil ast compil unit declar travers compil unit declar java org aspectj ajdt intern core builder asm builder intern build asm builder java org aspectj ajdt intern core builder asm builder build asm builder java org aspectj ajdt intern compil lookup eclips factori finish compil unit eclips factori java org aspectj ajdt intern compil aj compil process aj compil java org eclips jdt intern compil compil compil compil java org aspectj ajdt intern core builder aj build manag perform compil aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag batch build aj build manag java org aspectj ajd intern compil adapt compil compil adapt java org aspectj ajd intern aspect build manag compil thread run aspect build manag java load test java crefo client src dcbank score socketserv kind arno schmidmeier,compil buggi eclips time develop wrap java file huge amount syntax error problem detail becaus pop sampl lang pointer java core asm builder visit asm builder aspectj builder asm builder visit asm ast anonym local type declar travers anonym local type declar eclips ast qualifi travers qualifi alloc intern compil ast travers messag send eclips jdt compil block travers block java intern compil statement travers java eclips jdt intern compil ast declar travers declar java jdt intern compil ast type type declar java org intern compil compil travers compil unit declar org intern builder asm builder builder core asm builder build asm builder java factori finish compil unit eclips aj process aj eclips jdt intern compil java aspectj core builder manag compil build intern build org core builder build build aj build org compil adapt adapt java org ajd intern manag compil thread build manag java java crefo src score kind arno
39842,1,environ variabl set compil argument creat special jsp compil servlet tomcat aspectj compil plug compil adapt don control ant code invok compil environ variabl appar mechan support pass aspectpath weav aspect compil jsp servlet,creat servlet aspectj environ pass aspectpath aspect servlet
39974,1,strang error compil observ builder integr ajd compil observ subject protocol builder integr ajd strang intern error builder extra aspectj doc observ observ java intern compil error java lang null pointer org aspectj ajdt intern compil lookup eclips world make resolv member unknown sourc org aspectj ajdt intern core builder asm builder visit unknown sourc org eclips jdt intern compil ast method declar travers unknown sourc org eclips jdt intern compil ast type declar travers unknown sourc org eclips jdt intern compil ast compil unit declar travers unknown sourc org aspectj ajdt intern core builder asm builder intern build unknown sourc org aspectj ajdt intern core builder asm builder build unknown sourc org aspectj ajdt intern compil lookup eclips world finish compil unit unknown sourc org aspectj ajdt intern compil aj compil process unknown sourc org eclips jdt intern compil compil compil unknown sourc org eclips jdt intern core builder abstract imag builder compil unknown sourc org eclips jdt intern core builder abstract imag builder compil unknown sourc org aspectj ajdt intern core builder aj build manag batch builder run unknown sourc org aspectj ajdt intern core builder aj build manag batch build unknown sourc org aspectj ajd intern compil adapt compil unknown sourc org aspectj ajd intern aspect build manag compil thread run unknown sourc firstli fix interfac subject observ interfac observ void updat interfac subject object data compil successfulli confus compil made displai java observ java subject java subject observ protocol java subject observ protocol impl java don bug ajc command line compil,compil ajd ajd intern error builder extra observ java compil java lang null pointer intern lookup eclips make member unknown sourc org visit unknown sourc jdt compil ast declar travers unknown sourc eclips intern ast type declar travers org eclips ast unit declar unknown sourc org core builder asm builder build unknown aspectj builder asm builder sourc org compil world unknown intern compil compil unknown sourc eclips jdt builder imag builder sourc jdt builder imag sourc core aj builder sourc unknown sourc adapt compil unknown org aspect build unknown firstli fix observ interfac void subject data compil compil java subject subject protocol observ protocol impl bug compil
39993,1,ajc stack trace declar hashcod method aspect email user list ajc npe aspect declar hashcod interfac identifi void set id id id id id aspect identifi aspect privat id identifi id null public id identifi id return id public void identifi set id id id id id public int identifi hash code return id null super hash code id hash code workaround caller compil control replac declar advic int identifi target call public int hash code return id null proce id hash code,trace declar method aspect list declar set aspect set int super workaround caller compil declar call proce
40192,1,build cancel weav build cancel bytecod weav stage,build cancel
40257,1,pars path lst file broken path longer parser properli ajd,path parser
40380,1,aspect honour librari defin project properti ajdt eclips build jdk program eclips jdk build librari select project properti java build path aspect continu jdk eclips error result ap occur run eclips compil program testcas run eclips jdk creat java project jdk write java class ap public class test string buffer public static void main string arg string buffer test index convert aspect project,aspect properti ajdt build build properti java build aspect continu eclips error occur compil java write java ap convert
40534,1,declar warn error output detail requir present declar warn declar error function compil detail inform user code led gener compil time warn error test case public class public static void main string arg system println void system println end class public aspect aspect pointcut call declar warn don compil file warn src java don great offend code line contraven polici polici aspect warn messag src java don call method void larg project architectur imper reduc complet remov coupl compon declar warn error greater return detail info desir enforc rule broken,warn error requir present warn error inform user led warn messag architectur warn error info
40771,1,ajd api unnecessarii coupl swing ajd ap coupl javax swing org aspectj ajd editor manag editor manag refactor swing specif part move org aspectj ajd ui swing org aspectj ajbrows,ajd coupl swing
40824,1,asm treat declar parent method declar parent member declar report kind method,asm declar method
41123,1,weav failur injar sampl run fail injar devel test librari weav ajc aje test execut monitor aj devel test librari weav jar cf aje jar aje test class devel test librari weav ajc injar aje jar model bu obj java model monitor obj java devel test librari weav model bu obj java class implement inherit abstract method execut monitor monitor item ajc inter method dispatch aje est execut monitor record string string public class bu obj error work singl pass compil devel test librari weav ajc aje test execut monitor aj model bu obj jav model monitor bu obj java devel test librari weav sampl sourc code packag aje test public aspect execut monitor public interfac monitor item privat void monitor item record string event type string event packag model public class bu obj packag model import aje test execut monitor public aspect monitor bu obj declar parent bu obj implement execut monitor monitor item,failur run devel weav devel weav aje aje test class devel weav aje model test weav bu implement abstract inter dispatch aje record bu error work devel test weav ajc aje aj bu bu obj java test weav sampl sourc code packag execut interfac monitor item type event packag model class obj packag import aje test declar obj implement monitor item
41254,1,revis asm creat interfac,creat
41359,1,percflow aspect compil jar share instanc entri point percflow aspect woven sourc code jar aspect path compil option produc instanc aspect entrypoint defin sourc code,instanc percflow aspect code jar aspect aspect sourc code
41952,1,lint warn call pcd subtyp defin type,lint warn call type
42539,1,throw deriv pointcut advis point cut advic public aspect aspect pointcut thrower execut public bug test throw declar warn thrower throw aspect code public class bug test class extend public void method throw public void method throw list file default lst temp ajc bug aspect aj temp ajc bug bug test java ajc advis bug test method output compil temp ajc bug ajc argfil default lst classpath aspectj home lib aspectjrt jar eclips workspac ajc bug bug test java throw aspect mail list contribut jim hugunin lt detail gt bug caus becaus code throw pattern mistakenli intern protect method type pattern match extern public method type pattern match static becaus class packag java access rule nice easi specifii method access subtyp lt detail gt,temp default classpath home jar throw mail list caus code throw pattern mistakenli type pattern match type pattern match
42573,1,lst file entri resolv list file boot classpath extdir classpath entri config lst file resolv work directori config lst file build arg parser java true bootclasspath extdir injar aspectpath sourceroot,build parser bootclasspath extdir injar sourceroot
42740,1,declar error fail pointcut compos multipl class error occur head cv compil crash output cv head version end relat distinct problem sampl sourc creat sep copyright aspect secur reserv aspect librari public pointcut execut throw check execut throw runtim public aspect sampl handl public pointcut scope org atrack model public pointcut execut throw check librari execut throw check scope declar error execut throw check check sampl compil eclips workspac atrack ajc src sampl handl java java lang stack trace java lang thread dump stack thread java org aspectj weaver pattern refer pointcut concret refer po intcut java org aspectj weaver pattern pointcut concret pointcut java org aspectj weaver pattern refer pointcut concret refer po intcut java org aspectj weaver pattern pointcut concret pointcut java org aspectj weaver pattern refer pointcut concret refer po intcut java org aspectj weaver pattern pointcut concret pointcut java org aspectj weaver pattern pointcut concret pointcut java org aspectj weaver checker concret checker java org aspectj weaver crosscut member add shadow munger crosscut mber java org aspectj weaver crosscut member add declar crosscut member java org aspectj weaver crosscut member add declar crosscut member java org aspectj weaver resolv type collect crosscut member resolv ype java org aspectj weaver crosscut member set add replac aspect crosscut ting member set java org aspectj ajdt intern compil ast aspect declar build inter ty pe claus aspect declar java org aspectj ajdt intern compil lookup aj lookup environ build ter type claus aj lookup environ java org aspectj ajdt intern compil lookup aj lookup environ complet type bind aj lookup environ java org eclips jdt intern compil compil begin compil compil ja va org eclips jdt intern compil compil compil compil java org aspectj ajdt intern core builder aj build manag perform compilat ion aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag batch build aj bu ild manag java org aspectj ajdt ajc ajdt command command ajdt command java org aspectj ajdt ajc ajdt command run command ajdt command java org aspectj tool ajc main run main java org aspectj tool ajc main run main main java org aspectj tool ajc main main main java eclips workspac atrack src sampl handl java circular pointcu declar involv execut throw check error,declar error error crash end relat distinct problem sourc sep copyright aspect secur execut throw execut public aspect sampl handl public scope atrack public throw check throw check error execut check workspac ajc sampl java stack java thread stack java org aspectj pattern refer pointcut concret refer intcut org aspectj pattern pointcut pointcut org weaver refer concret po org pointcut org aspectj refer po java org aspectj pattern pointcut concret pointcut aspectj pattern pointcut concret pointcut org aspectj concret member add shadow munger crosscut mber crosscut member add declar org member add member java weaver resolv type crosscut member aspectj crosscut member add aspect member set java org aspectj ast inter pe claus java org lookup aj lookup environ ter type claus aj lookup environ java org aspectj compil lookup lookup bind lookup environ org eclips compil begin compil org eclips jdt compil compil compil compil aspectj core compilat ion build core builder aj build java aj build ild aspectj ajc ajc command run command command main org ajc run main main java ajc main main eclips atrack sampl pointcu involv execut throw check error
42993,1,languag regress languag improv file aspect bug java public aspect aspect bug extend abstract cach perthi execut loader declar parent descriptor implement abstract cach kei protect pointcut load execut kei kei loader load kei abstract aspect abstract cach interfac kei protect abstract pointcut load execut kei kei class kei class descriptor class activ class loader public activ creat descriptor return null public pointcut load loader loader descriptor desc loader arg desc execut activ loader creat descriptor version aspect bash shell cygwin window xp classpath aspectj lib aspectjrt jar cygdriv aspectj bin ajc version ajc version built jul pm pst run java classpath aspectj lib aspectjrt jar cygdriv aspectj bin ajc version aspect compil classpath aspectj rc lib aspectjrt jar cygdriv aspectj rc bin ajc version aspect compil rc classpath aspectj lib aspectjrt jar cygdriv aspectj bin ajc version aspect compil compil aspect bug java file attach classpath aspectj lib aspectjrt jar cygdriv aspectj bin ajc aspect bug java classpath aspectj lib aspectjrt jar cygdriv aspectj bin ajc aspect bug java classpath aspectj rc lib aspectjrt jar cygdriv aspectj rc bin ajc aspect bug java classpath aspectj lib aspectjrt jar cygdriv aspectj bin ajc aspect bug java document set macneil shonl aspect bug java incompat type expect descriptor found bind type pattern abstract cach kei error final run sept build ajc incompat type error regress desir result code port,aspect aspect aspect cach perthi declar parent descriptor implement abstract cach pointcut execut kei kei kei abstract aspect cach kei kei kei descriptor activ activ return load desc loader activ descriptor aspect shell xp cygdriv aspectj pst cygdriv ajc aspect classpath aspectj cygdriv aspect jar aspectj bin aspect compil aspect bug java cygdriv aspect classpath aspectj cygdriv bin aspect bug cygdriv aspectjrt bug document aspect type type abstract cach kei error final sept build incompat type
43194,1,java lang verifi error gener code attach file verifi bug jar sourc file won els compil reproduc bug bug ls abstract cach java tree node java verifi bug jar cach java tree node fold java workspac group java loader java tree panel java workspac node java makefil tree workspac java bug gmake cygdriv aspectj bin ajc classpath aspectj lib aspectjrt jar version aspect compil cygdriv aspectj bin ajc classpath aspectj lib aspectjrt jar java java classpath aspectj lib aspectjrt jar tree node java lang verifi error class tree node method show action signatur unabl pop operand empti stack thread main make error,error code sourc error pop make error
43709,1,structur view crash extend librari aspect librari aspect includ advic compil outjar client project extend make concret pointcut result librari aspect affect part system bug enhanc request bug structur view affect class problem navig call advic ajdt result npe stack trace ajdt java lang null pointer org aspectj asm intern program element link label string program element java org eclips ajdt intern core ajdt structur view node label ajdt structur view node java org eclips ajdt intern core ajdt structur view node adapt label ajdt structur view node adapt java org eclips ui model workbench label text workbench label java org eclips jface viewer tree viewer updat item tree viewer java org eclips jface viewer abstract tree viewer updat item safe runnabl run abstract tree viewer java org eclips core intern runtim intern platform run intern platform java org eclips core runtim platform run platform java org eclips jface viewer abstract tree viewer updat item abstract tree viewer java org eclips jface viewer structur viewer updat item safe runnabl run structur viewer java org eclips core intern runtim intern platform run intern platform java org eclips core runtim platform run platform java org eclips jface viewer structur viewer updat item structur viewer java org eclips jface viewer abstract tree viewer creat tree item abstract tree viewer java org eclips jface viewer abstract tree viewer run abstract tree viewer java org eclips swt custom busi show busi java org eclips jface viewer abstract tree viewer creat children abstract tree viewer java org eclips jface viewer abstract tree viewer handl tree expand abstract tree viewer java org eclips jface viewer abstract tree viewer tree expand abstract tree viewer java org eclips swt widget type listen handl event type listen java org eclips swt widget event tabl send event event tabl java org eclips swt widget widget send event widget java org eclips swt widget widget send event widget java org eclips swt widget widget send event widget java org eclips swt widget tree wm notifi child tree java org eclips swt widget control wm notifi control java org eclips swt widget composit wm notifi composit java org eclips swt widget control window proc control java org eclips swt widget displai window proc displai java org eclips swt intern win os call window proc nativ method org eclips swt intern win os call window proc os java org eclips swt widget tree call window proc tree java org eclips swt widget tree wm lbuttondown tree java org eclips swt widget control window proc control java org eclips swt widget displai window proc displai java org eclips swt intern win os dispatch messag nativ method org eclips swt intern win os dispatch messag os java org eclips swt widget displai read dispatch displai java org eclips ui intern workbench run event loop workbench java org eclips ui intern workbench run workbench java org eclips core intern boot intern boot loader run intern boot loader java org eclips core boot boot loader run boot loader java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok unknown sourc sun reflect deleg method accessor impl invok unknown sourc java lang reflect method invok unknown sourc org eclips core launcher main basic run main java org eclips core launcher main run main java org eclips core launcher main main main java enhanc request concret aspect appli advic show affect project cours nice concret librari aspect aspect path affect project,aspect outjar aspect trace aspectj asm program element link label program element node label node eclips node label node adapt workbench label workbench label jface tree viewer updat viewer updat runnabl abstract viewer intern runtim platform platform core runtim run platform jface viewer abstract viewer java viewer updat item safe runnabl viewer intern runtim eclips runtim run platform eclips jface updat item java jface viewer creat abstract abstract abstract viewer eclips custom busi jface abstract viewer creat children tree viewer jface viewer abstract handl abstract viewer eclips viewer type handl event type widget tabl event wm child swt widget swt widget swt proc control java swt displai swt win os proc nativ eclips swt proc os widget proc wm lbuttondown swt displai proc java messag nativ swt intern win dispatch messag widget dispatch displai run event intern run intern loader run eclips core run boot nativ method impl nativ reflect nativ impl unknown method unknown sourc reflect method unknown sourc basic java core core aspect aspect
43783,1,ajdt stabl confront java aspect error ajdt stabl eclips project error miss class wrong packag statement occur refactor project sourc eclips note eclips ajdt increment compil gener lot occur nullpoint java lang null pointer org aspectj asm intern program element link label string program element java org eclips ajdt intern core ajdt structur view node label ajdt structur view node java org eclips ajdt intern core ajdt structur view node adapt label ajdt structur view node adapt java org eclips ui model workbench label text workbench label java ii java lang null pointer org eclips ajdt intern ui editor aspect editor run aspect editor java org eclips swt widget runnabl lock run runnabl lock java iii java lang null pointer org aspectj ajd intern compil adapt compil compil adapt java org aspectj ajd intern aspect build manag compil thread run aspect build manag java,ajdt stabl java ajdt stabl miss class packag note ajdt increment compil java null pointer org asm intern program link string element java eclips ajdt structur view node label node java org core node adapt ajdt structur adapt org model workbench label text java ii java null aspect editor java eclips swt runnabl java iii lang null ajd compil adapt compil compil adapt java org ajd intern build aspect build manag
44117,1,npe compil java lang null pointer org aspectj weaver asm relationship checker munger asm relationship java org aspectj weaver checker match checker java org aspectj weaver bcel bcel class weaver match bcel class weaver java org aspectj weaver bcel bcel class weaver match bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj ajdt intern core builder aj build manag weav gener class file aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag batch build aj build manag java org aspectj ajd intern compil adapt compil compil adapt java org aspectj ajd intern aspect build manag compil thread run aspect build manag java,asm relationship checker munger asm relationship checker match checker match java aspectj match aspectj class ajdt manag gener file manag ajdt core manag aspectj build manag manag intern adapt adapt manag run manag
44191,1,error messag find type experienc situat iajc output messag end compil iajc find type org xxx test case time highli confus expect class question refer anywher project date locat refer case extrem nice error messag displai class refer class es aspect es cutoff seldom list refer messag iajc find type org xxx test refer org yyi class org yy class,type xxx confus error messag cutoff list
