bugId,effectiveness,text,keywords
2682,1,ui ec contribut submenu item gi xo ec post menu submenu gb aug creat cascad menu menu menu menu submenu submenu work techniqu outlin add submenu window menu work window menu submenu submenu add submenu menu menu show grai submenu item menu menu grai log report org eclips core resourc invalid menu extens path invalid menu id sampl base code eclips document extens point org eclips ui action set action set id org eclips ui readmetool action set label read action visibl true menu id org eclips ui readmetool label readm file editor path window addit separ slot separ slot separ slot menu action id org eclips ui readmetool readm action menubar path window org eclips ui readmetool slot toolbar path readm label open readm browser ctrl tooltip open readm browser context id org eclips ui readmetool open browser action context icon icon basic ctool openbrwsr gif class org eclips ui readmetool window action deleg enabl select class org eclips core resourc file readm select version work applic action set id ration test ft wswplugin test action set visibl true label menu menu id menu id label menu separ menu slot menu menu id menu id label menu path window addit separ slot separ slot separ slot menu action id menu id menubar path window menu id slot label menu class ration test ft wswplugin action version fail applic window menu addit menu slot variat id slot action set id ration test ft wswplugin test action set visibl true label menu menu id menu id label menu separ menu slot menu menu id menu id label menu path menu id menu slot separ slot separ slot separ slot menu action id menu id menubar path menu id menu id slot label menu class ration test ft wswplugin action note ne pm reproduc success case fail case problem call parent find menu path mpath plug action set builder contribut menu action return null mpath multipl segment becaus menu manag find path call find path parent mgr menu manag find path test parent menu menu manag case wrap action set contribut item subclass contribut item menu manag find path recurs unwrap stage ne pm suggest fix contribut manag find unwrap doesn public contribut item find string id contribut item item parent mgr find id item instanceof contribut item return contribut item item item els return item menu manag wrapper menu manag creat wrapper spec ed ad param tag return menu wrapper menu manag menu menu wrap code menu manag code monitor addit remov visibl menu modifi visibl menu modifi param menu menu manag wrap return menu wrapper privat menu manag wrapper menu manag menu map menu wrapper null map menu wrapper hash map menu manag wrapper menu manag map menu wrapper menu wrapper null wrapper wrap menu menu map menu wrapper put menu wrapper return wrapper menu manag find menu path call wrapper wrapper put wrapper null public menu manag find menu path string path contribut item item find path path item instanceof menu manag menu manag menu menu manag item return wrapper menu return null menu manag find path algorithm menu manag find path wrap submenu public contribut item find path string path string id path string rest null int separ path index separ id path substr separ rest path substr separ contribut item item find id unwrap item rest null item instanceof menu manag menu manag menu menu manag item wrap menu find menu path menu manag wrapper wrapper menu return wrapper find path rest return item delet menu manag put wrapper longer,visibl menu visibl menu
2694,1,editor select dialog ui suggest gi rpe ma prefer page workbench file editor press add editor select enabl multipl select enabl select intern editor extern editor select entri switch back intern select press add select extern editor add add hidden entri entri exist editor select default entri editor list mark default perspect note klm pm width hint dialog file editor pref page grow height select page fix releas klm pm releas fix,intern extern editor
2734,1,resiz fast view girsg drop view shortcut toolbar maxim window make fast view bigger window size restor window size resiz fast view anymor maximaz window make window smaller ratio fast view size acord window size note,fast view
2736,1,perform task list delta listen visitor gitcp task list content marker delta recurs method walk tree delta gather set marker make optim delta visitor code effici visitor walk delta visitor interfac resourc delta visitor call accept top level delta pass task list content resourc note,perform task list delta listen gitcp
2741,1,face tabl viewer map element problem gitisx ma set input tableview time input time map element call element time set input unmap element set input map empti problemat code structur viewer protect void object element item item object data item data data element return return map element data null disassoci item item set data element map element element item note ma experi open packag viewer creat java project proj packag pack cu java set breakpoint map element unmap element creat cu pack java java stai mapp unmap time set breakpoint assici disassoci java disassoci assici time,set input unmap element set input map
2744,1,add comment properti sourc advis properti descriptor reus gkm add comment properti sourc properti descriptor javadoc descriptor cach properti sheet entri descriptor edit updat descriptor cell editor return descriptor imporv updat note,properti sheet edit updat editor imporv updat note
2763,1,dialog dcr type filter dialog public api giyhmi org eclips ui intern dialog type filter dialog public api guarante select type consist workbench dialog copi search dialog note,eclips ui intern dialog type filter dialog guarante select type workbench
2775,1,face open font field editor preview text label gj open font field editor preview text label button show add line button text face resourc string open nl method public font field editor string string label text string preview text composit parent note,font field editor preview label gj
2777,1,ui minor ugli style content outlin page gj ifj content outlin page creat tree viewer swt border bit set ugli becaus content outlin view extra border compar readm content outlin default viewer java content outlin creat widget ll ugli border readm outlin stand simpl fix creat viewer border default fanci fix put viewer creation protect method subclass overrid note,content outlin page viewer ugli content outlin view extra
2778,1,view prefer page slam parent data gj method creat button group composit composit slam layout parent line read button composit composit button composit composit composit swt left grid layout layout grid layout layout num column button composit set layout layout grid data data grid data grid data horizont align begin grid data grab horizont composit set data data return button composit note,view page parent data
2781,1,ec control kei handl renam gjbz ec post navig renam cut copi past undo control kei broken rm aug control kei don work navig interest part work navig view dock free float click item navig choos renam press control undo undock navig scenario work note ne pm dock control kei stolen acceler edit menu menu direct view navig case edit field renam undock aren kei edit field point distinct ve file pr gjbz itpui win ec control kei handl renam kh pm pl find,dock control stolen edit menu menu view navig case edit renam
2797,1,confus window activ outer inact gjn ku inact eclips workbench titl grei activ window viewpart remain activ color gradiant blue confus cursori window activ press continu debug work note,inact titl activ viewpart activ color
2801,1,dialog dcr error dialog show error icon gju tk class org eclips jface dialog error dialog displai error statu problem dialog show error icon red cross statu warn info dialog usabl icon statu dialog offer imag type error warn info note,dialog error dialog show error icon
2882,1,plugin dialog slow gkbj eclips project sdk plugin info dialog instantli standard jre sec long delai encount sort column tabl note rg pm problem sort code sort move instanti collat class open jit optim standard jre ne instanti collat expens assum jdk cach method collat instanc local local local default pd ibm jdk implement rule base collat ve ad cach collat instanc drop approx rg pm ve verifi problem exist jcl drop,plugin info
2901,1,prefer page button bar make button equal width gkkfmi prefer page creat control layout make column equal width true button default appli composit isv add button wide implementor respons ensur button minimum width make button width case note,prefer page creat equal width button default appli add button
2913,1,readm pref miss mnemon gkm tu readm mnemon prefer page accept detail ggyvzi itpui win hot kei command button prefer page note,readm mnemon page
2920,1,workbench memento children match javadoc api spec gkntyg javadoc api memento children list return code return arrai note,javadoc memento children list return code return
2940,1,export zip updat checkbox busi cursor gkwvma ma workspac project export zip select project select file tyoe choos press log time sec case updat check state tabl busi cursor shown note,export updat busi gkwvma project export
2944,1,dialog page control java doc null valid return gkx qb dialog page control java doc null valid return note,dialog page null
2949,1,date format properti page honour region set gkxbwe select resourc choos properti date shown format pm region option control panel yyyi short date format dddd mmmm dd yyyi long date format saturdai septemb displai time time format region option mm ss tt pm proper format object displai properti view note,time time format option ss format properti
3076,1,import gfvi creat folder import subfold file java creat folder import subfold file java creat java project test import import project creat packag import import project messag folder alreai exist note kh pm move core comment,creat import import project folder
3970,1,prefer ui defin default line delimit file gfioax creat file line delimit return form system properti line delimit whai user sceanrio unix window work station develop unix product program window work station termin run eclips pc cheaper unix box file creat window unix line delimit end product unix product ui prefer defin line delimit file window mac unix default platform line delimit ui workbench plugin line delimit file note,prefer ui defin default line delimit file
4228,1,widget dispos error gkczqm brows file java hierarchi perspect hierarchi view workbench sidebar switch editor kei type occasion intern error stack trace error notic outlin view stop updat switch beween editor log sep edt org eclips ui problem occur invok code plug org eclips ui org eclips swt swt widget dispos org eclips swt swt error swt java org eclips swt swt error swt java org eclips swt widget widget error widget java org eclips swt widget tool item displai tool item java compil code org eclips swt widget widget valid thread widget java compil code org eclips jface action tool bar manag updat tool bar manag java compil code org eclips jface action tool bar manag updat tool bar manag java compil code org eclips ui intern view pane updat action bar view pane java org eclips ui intern view action bar updat action bar view action bar java org eclips ui part page book view show page rec page book view java org eclips ui part page book view part activ page book view java org eclips ui view contentoutlin content outlin part brought top content outlin java org eclips ui intern part listen list run part listen list java org eclips core intern runtim intern platform run intern platform java compil code org eclips core runtim platform run platform java compil code org eclips ui intern part listen list fire part brought top part listen list java org eclips ui intern workbench page fire part brought top workbench page java org eclips ui intern workbench page bring top workbench page java org eclips ui intern workbench page activ workbench page java org eclips ui intern workbench page open editor workbench page java org eclips jdt intern ui javaeditor editor util open editor editor util java org eclips jdt intern ui javaeditor editor util open editor editor util java org eclips jdt intern ui javaeditor editor util open editor editor util java org eclips jdt intern ui action open java element action open open java element action java org eclips jdt intern ui javaeditor open select action run open select action java org eclips jface action action contribut item handl widget select action contribut item java org eclips jface action action contribut item handl widget event action contribut item java org eclips jface action action contribut item access action contribut item java org eclips jface action action contribut item action listen handl event action contribut item java org eclips swt widget widget notifi listen widget java compil code org eclips swt widget widget notifi listen widget java compil code org eclips swt widget displai run defer event displai java compil code org eclips swt widget displai read dispatch displai java compil code org eclips ui intern workbench run event loop workbench java compil code org eclips ui intern workbench run workbench java org eclips core intern boot intern boot loader run intern boot loader java org eclips core boot boot loader run boot loader java java lang reflect method invok nativ method org eclips core launcher main basic run main java org eclips core launcher main run main java org eclips core launcher main main main java note ck pl investig reproduc case linux window,file manag bar bar action bar view action page book view show rec page book book view part activ book view part top listen part list runtim platform java core runtim part list part brought top part list workbench workbench java page top workbench page activ page page workbench java jdt open java javaeditor open util jdt javaeditor util open jdt action java open open action jdt javaeditor select run select java jface action action handl select contribut item jface action contribut item handl event action java item access action contribut java jface item listen handl event contribut notifi java displai displai displai dispatch displai workbench event loader run loader loader run lang reflect method method launcher main run main java main run main launcher main note ck pl linux
4378,1,memento string string remov format string format tab line store memento put string string string string retriev view part init view site memento control charact replac space impact debugg displai view,memento format format string memento
4676,1,navig tree scroll bar sync top item gejygd tree scroll bar sync top item linux reproduc eclips open standard swt develop workspac ui main launcher load org eclips core launcher project tree expand project displai ui main class select exit eclips restart ui main select top item scroll bar top posit click scroll bar tree sync scroll bar show tree item top item launcher project note mc scrollbar forc updat posit tree problem itpui bug kr tree linux kr pm note reproduc editor open select item top item scroll bar set top item eclips session top item mc pm tree linux case assum work scroll bar directli widget posit content work support similar case kr debug notic bunch viewer call tree vertic bar restor ui state case doesn work tree set select call select previous select item index automat set top index scroll bar select packag explor part restor state vertic scroll bar set select tree doesn updat top index kr pm tree select event programmat scroll bar select time doesn mc action june mc pm time,kr viewer tree vertic bar restor
4729,1,prefer convert set check underlin strikeout gfj uf font data object compar font data style method compar bold ital font data object underlin strikeout turn turn style won make case method equal found bug plai font chooser debug consol prefer page click modifi font set underlin click font chooser save prefer click prefer page click set underlin click font chooser save prefer click prefer page check state font file chooser notic underlin prefer convert set prefer store store string font data check font set prefer convert style compar font data equal note kh pm move swt comment,case method equal font chooser prefer page click font set underlin click font chooser save prefer click prefer page click set underlin click font chooser save prefer click prefer page check state font chooser notic underlin prefer convert set prefer store store string font data check font set
4922,1,editor mgmt abil open file eclips command line regist eclips default editor file type os doubl click file open eclips import view java file zip don problem file command line workbech applic determin editor question put workspac easiest answer creat miscellan project map file locat rememb project real work file view edit eclips editor,problem file line workbech applic editor
4981,7,refactor action show inform error dialog cursor method declar select refactor encapsul field messag dialog oper select action remain enabl behavior user friendli disabl action prefer messag dialog explain action select situat aris refactor action,action show declar
5089,1,navig drag occur middl mous button linux linux drag drop initi middl mous button drag view eclips middl mous button left mous button platform,drag mous button
5134,1,default button dialog wrong open dialog default button plugin info,button info
5147,1,face dialog set conveni method check null dialog set conveni method boolean check null call string string convert method return null,dialog set method null dialog string method
5296,2,tvt hardcod string system editor select java file bring context menu select open system editor english,system editor open system editor
5297,1,swt gtk draw imag tabl column header correctli width column left column task list entri resiz db charact fit space singl suggest column made resiz desir pixel width parameter properti file choos pleas add comment properti file explain tvt tester increas width languag ll attach imag column displai truncat resiz,gtk draw tabl column
